Ship-To Code,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Customer,Entered Amount,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Bill-to Customer Site,Disc Due Date,Primary Salesperson,Ship to,Bill-to Customer Account Number,Ship-to Site
31444,Conversion,Invoice,Invoice,Yes,Complete,TRINITY REFRIGERATION,1272.46,USD,45051,Etairos,46173,26509,45081,EBS House Account,TRINITY REFRIGERATION,15472,30240
31449,Conversion,Invoice,Invoice,Yes,Complete,TRINITY MECHANICAL CONTRACTORS,2096.23,USD,45051,Etairos,46173,26394,45081,EBS House Account,TRINITY MECHANICAL CONTRACTORS,15810,31527
27930,Conversion,Credit Memo,Credit Memo,Yes,Complete,ACTION INC,-54.15,USD,44902,Etairos,46173,27132,,EBS House Account,ACTION INC,17307,31138
32322,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE SOLUTION,680.68,USD,45090,Etairos,46173,27449,45120,EBS House Account,CLIMATE SOLUTION,15588,31512
28179,Conversion,Invoice,Invoice,Yes,Complete,JAY JALARAM TUPELO LLC,2548.04,USD,44911,Etairos,46173,26838,44941,EBS House Account,JAY JALARAM TUPELO LLC,15204,30736
32329,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE SOLUTION,767.37,USD,45090,Etairos,46173,27449,45120,EBS House Account,CLIMATE SOLUTION,15588,31512
32450,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE SOLUTION,642.04,USD,45097,Etairos,46173,27449,45127,EBS House Account,CLIMATE SOLUTION,15588,31512
32456,Conversion,Credit Memo,Credit Memo,Yes,Complete,ALPHA MECHANICAL SERVICE INC,-12.05,USD,45097,Etairos,46173,27968,,EBS House Account,ALPHA MECHANICAL SERVICE INC,16866,30874
32497,Conversion,Invoice,Invoice,Yes,Complete,CHAD SCHAFFLER,1530.62,USD,45097,Etairos,46173,26852,45127,EBS House Account,CHAD SCHAFFLER,15222,30754
54454,Conversion,Invoice,Invoice,Yes,Complete,CASH,39621.66,USD,46079,Etairos,46173,28004,46109,EBS House Account,CASH,17146,32245
54496,Conversion,Invoice,Invoice,Yes,Complete,MERIDIAN LODGING LLC,781.1,USD,46080,Etairos,46173,26798,46110,EBS House Account,MERIDIAN LODGING LLC,16867,30685
54571,Conversion,Credit Memo,Credit Memo,Yes,Complete,19TH CES UNITED STATES AIR FORCE,-662,USD,46081,Etairos,46173,26391,,EBS House Account,19TH CES UNITED STATES AIR FORCE,15873,32200
54655,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,53.6,USD,46091,Etairos,46173,27077,46121,EBS House Account,SOEFKER SERVICES,16104,31859
54684,Conversion,Invoice,Invoice,Yes,Complete,HAINES JONES & CADBURY,121.23,USD,46091,Etairos,46173,28275,46121,EBS House Account,HAINES JONES & CADBURY,15949,30358
54695,Conversion,Invoice,Invoice,Yes,Complete,PICKERING FIRM,7393.88,USD,46092,Etairos,46173,26564,46122,EBS House Account,PICKERING FIRM,16484,31119
54704,Conversion,Invoice,Invoice,Yes,Complete,ESM MEMPHIS LLC,10745.84,USD,46092,Etairos,46173,27427,46122,EBS House Account,ESM MEMPHIS LLC,16005,30573
54756,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,1744.21,USD,46092,Etairos,46173,12005,46122,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
54770,Conversion,Invoice,Invoice,Yes,Complete,SILVER HOME SOLUTIONS,1472.14,USD,46093,Etairos,46173,28018,46123,EBS House Account,SILVER HOME SOLUTIONS,15951,30815
54777,Conversion,Invoice,Invoice,Yes,Complete,A-1 ELECTRICAL CONTRACTORS,320.64,USD,46094,Etairos,46173,27419,46124,EBS House Account,A-1 ELECTRICAL CONTRACTORS,16662,30927
55496,Conversion,Invoice,Invoice,Yes,Complete,COURTYARD BY MARRIOTT-MADISON,40.25,USD,46139,Etairos,46173,27216,46169,EBS House Account,COURTYARD BY MARRIOTT-MADISON,17016,31793
55497,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,263.4,USD,46139,Etairos,46173,12005,46169,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
55498,Conversion,Invoice,Invoice,Yes,Complete,WENDELTA INC,1564.79,USD,46139,Etairos,46173,28431,46169,EBS House Account,WENDELTA INC,16527,30322
55500,Conversion,Invoice,Invoice,Yes,Complete,INN OF VICKSBURG INC,615.25,USD,46139,Etairos,46173,26757,46169,EBS House Account,INN OF VICKSBURG INC,16211,31871
55509,Conversion,Invoice,Invoice,Yes,Complete,BUDGET INNS INC,615.25,USD,46139,Etairos,46173,26434,46169,EBS House Account,BUDGET INNS INC,17100,32248
55511,Conversion,Invoice,Invoice,Yes,Complete,MERIDIAN LODGING LLC,615.25,USD,46139,Etairos,46173,26798,46169,EBS House Account,MERIDIAN LODGING LLC,16867,30685
55517,Conversion,Invoice,Invoice,Yes,Complete,MERIDIAN LODGING LLC,695.5,USD,46139,Etairos,46173,26798,46169,EBS House Account,MERIDIAN LODGING LLC,16867,30685
55659,Conversion,Invoice,Invoice,Yes,Complete,TERRY SERVICE INC,771.4,USD,46142,Etairos,46173,28070,46172,EBS House Account,TERRY SERVICE INC,16043,30779
55660,Conversion,Invoice,Invoice,Yes,Complete,TERRY SERVICE INC,6411.58,USD,46142,Etairos,46173,28070,46172,EBS House Account,TERRY SERVICE INC,16043,30779
55661,Conversion,Invoice,Invoice,Yes,Complete,TERRY SERVICE INC,5892.07,USD,46142,Etairos,46173,28070,46172,EBS House Account,TERRY SERVICE INC,16043,30779
55662,Conversion,Invoice,Invoice,Yes,Complete,NATIONAL HVAC,245.84,USD,46142,Etairos,46173,26861,46172,EBS House Account,NATIONAL HVAC,16986,31088
55663,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,1393.09,USD,46142,Etairos,46173,27077,46172,EBS House Account,SOEFKER SERVICES,16104,31859
55664,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,447.55,USD,46142,Etairos,46173,27077,46172,EBS House Account,SOEFKER SERVICES,16104,31859
55665,Conversion,Invoice,Invoice,Yes,Complete,ALPHA MECHANICAL SERVICE INC,270,USD,46142,Etairos,46173,27968,46172,EBS House Account,ALPHA MECHANICAL SERVICE INC,16866,30874
55666,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,423.86,USD,46142,Etairos,46173,26278,46172,EBS House Account,OSB SERVICES LLC,15604,30980
55669,Conversion,Invoice,Invoice,Yes,Complete,UPCHURCH SERVICES RIDGELAND,1777.52,USD,46142,Etairos,46173,27373,46172,EBS House Account,UPCHURCH SERVICES RIDGELAND,16784,31371
55674,Conversion,Invoice,Invoice,Yes,Complete,SM LAWRENCE CO,574.12,USD,46142,Etairos,46173,26629,46172,EBS House Account,SM LAWRENCE CO,16865,30354
55676,Conversion,Invoice,Invoice,Yes,Complete,RHODES COLLEGE,154.8,USD,46142,Etairos,46173,28139,46172,EBS House Account,RHODES COLLEGE,15581,31940
55680,Conversion,Invoice,Invoice,Yes,Complete,MECHANICAL SERVICES LLC,19559.86,USD,46142,Etairos,46173,27074,46172,EBS House Account,MECHANICAL SERVICES LLC,16103,30355
55682,Conversion,Invoice,Invoice,Yes,Complete,ED'S SUPPLY COMPANY NASHVILLE,566.67,USD,46142,Etairos,46173,26704,46172,EBS House Account,ED'S SUPPLY COMPANY NASHVILLE,17285,30619
55683,Conversion,Invoice,Invoice,Yes,Complete,JONES LANG LASALLE AMERICAS,123.53,USD,46142,Etairos,46173,26901,46202,EBS House Account,JONES LANG LASALLE AMERICAS,16408,31197
32539,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE SOLUTION,8181.87,USD,45099,Etairos,46173,27449,45129,EBS House Account,CLIMATE SOLUTION,15588,31512
32566,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE SOLUTION,596.34,USD,45100,Etairos,46173,27449,45130,EBS House Account,CLIMATE SOLUTION,15588,31512
32567,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE SOLUTION,971.34,USD,45100,Etairos,46173,27449,45130,EBS House Account,CLIMATE SOLUTION,15588,31512
32825,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE SOLUTION,61.46,USD,45118,Etairos,46173,27449,45148,EBS House Account,CLIMATE SOLUTION,15588,31512
33764,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE SOLUTION,68.43,USD,45149,Etairos,46173,27449,45179,EBS House Account,CLIMATE SOLUTION,15588,31512
34159,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE SOLUTION,1234.69,USD,45168,Etairos,46173,27449,45198,EBS House Account,CLIMATE SOLUTION,15588,31512
34385,Conversion,Invoice,Invoice,Yes,Complete,PLATINUM MANAGEMENT SERVICE,3286.08,USD,45180,Etairos,46173,26542,45210,EBS House Account,PLATINUM MANAGEMENT SERVICE,17179,32277
34779,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE SOLUTION,329.25,USD,45190,Etairos,46173,27449,45220,EBS House Account,CLIMATE SOLUTION,15588,31512
35030,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE SOLUTION,537.36,USD,45201,Etairos,46173,27449,45231,EBS House Account,CLIMATE SOLUTION,15588,31512
35108,Conversion,Credit Memo,Credit Memo,Yes,Complete,ALPHA MECHANICAL SERVICE INC,-290.49,USD,45203,Etairos,46173,27968,,EBS House Account,ALPHA MECHANICAL SERVICE INC,16866,30874
54782,Conversion,Invoice,Invoice,Yes,Complete,ALLIANCE HEALTH SERVICES,3101.67,USD,46094,Etairos,46173,26971,46124,EBS House Account,ALLIANCE HEALTH SERVICES,16061,30256
54785,Conversion,Invoice,Invoice,Yes,Complete,CBRE GWS LLC - KELLOGG,2593.2,USD,46094,Etairos,46173,27197,46124,EBS House Account,CBRE GWS LLC - KELLOGG,16974,31965
54788,Conversion,Invoice,Invoice,Yes,Complete,AUTOMATIC AIR COND & HTG LLC,102,USD,46097,Etairos,46173,26945,46127,EBS House Account,AUTOMATIC AIR COND & HTG LLC,15975,31555
54795,Conversion,Invoice,Invoice,Yes,Complete,MECHANICAL SERVICES LLC,7637.77,USD,46097,Etairos,46173,27074,46127,EBS House Account,MECHANICAL SERVICES LLC,16103,30355
54824,Conversion,Invoice,Invoice,Yes,Complete,TRANE COMMERCIAL SLES-DAVIDSON,6182.19,USD,46097,Etairos,46173,27470,46127,EBS House Account,TRANE COMMERCIAL SLES-DAVIDSON,16530,31140
54830,Conversion,Invoice,Invoice,Yes,Complete,GARRETT SUPPLY CO,1188,USD,46097,Etairos,46173,28360,46127,EBS House Account,GARRETT SUPPLY CO,16322,31287
54880,Conversion,Invoice,Invoice,Yes,Complete,SILVER HOME SOLUTIONS,415.75,USD,46100,Etairos,46173,28018,46130,EBS House Account,SILVER HOME SOLUTIONS,15951,30815
54886,Conversion,Invoice,Invoice,Yes,Complete,KEIVANS HOSPITALITY,641.66,USD,46100,Etairos,46173,28035,46130,EBS House Account,KEIVANS HOSPITALITY,16796,31450
55535,Conversion,Invoice,Invoice,Yes,Complete,JONES LANG LASALLE AMERICAS,4367.64,USD,46140,Etairos,46173,26901,46200,EBS House Account,JONES LANG LASALLE AMERICAS,16408,31197
55536,Conversion,Invoice,Invoice,Yes,Complete,HVAC TECHNOLOGIES,922.81,USD,46140,Etairos,46173,26469,46170,EBS House Account,HVAC TECHNOLOGIES,16376,31195
55539,Conversion,Invoice,Invoice,Yes,Complete,UPCHURCH PLUMBING,519.6,USD,46140,Etairos,46173,26928,46170,EBS House Account,UPCHURCH PLUMBING,16574,30538
55542,Conversion,Invoice,Invoice,Yes,Complete,DONAGHEY MECHANICAL CONTRACTOR,6000,USD,46140,Etairos,46173,28310,46170,EBS House Account,DONAGHEY MECHANICAL CONTRACTOR,16965,31781
55528,Conversion,Invoice,Invoice,Yes,Complete,WALKER-J-WALKER INC,8864.68,USD,46139,Etairos,46173,27397,46169,EBS House Account,WALKER-J-WALKER INC,16758,30670
55534,Conversion,Invoice,Invoice,Yes,Complete,MOTION INDUSTRIES -BHAM,619,USD,46140,Etairos,46173,28263,46170,EBS House Account,MOTION INDUSTRIES -BHAM,15492,32406
55546,Conversion,Invoice,Invoice,Yes,Complete,COMFORT SYSTEMS USA-ARKANSAS,201.72,USD,46140,Etairos,46173,26426,46170,EBS House Account,COMFORT SYSTEMS USA-ARKANSAS,17095,31806
55874,Conversion,Invoice,Invoice,Yes,Complete,IVEY MECHANICAL CO LLC,9225,USD,46154,Etairos,46173,28305,46184,Jason Jones,IVEY MECHANICAL CO LLC,16191,32446
55547,Conversion,Invoice,Invoice,Yes,Complete,MIDWEST MACHINERY KC NEWCO LLC,280.18,USD,46140,Etairos,46173,26681,46170,EBS House Account,MIDWEST MACHINERY KC NEWCO LLC,15292,30929
55548,Conversion,Invoice,Invoice,Yes,Complete,GRAHAM A/C SERVICE LLC,1001.7,USD,46140,Etairos,46173,26431,46170,EBS House Account,GRAHAM A/C SERVICE LLC,15470,32208
55687,Conversion,Invoice,Invoice,Yes,Complete,SM LAWRENCE CO,574.12,USD,46142,Etairos,46173,26629,46172,EBS House Account,SM LAWRENCE CO,16865,30354
55688,Conversion,Invoice,Invoice,Yes,Complete,ACY SERVICES LLC,853.54,USD,46142,Etairos,46173,27715,46172,EBS House Account,ACY SERVICES LLC,15201,32365
55752,Conversion,Invoice,Invoice,Yes,Complete,VA MEDICAL CENTER,1040.3,USD,46142,Etairos,46173,26300,46172,EBS House Account,VA MEDICAL CENTER,15425,30885
55756,Conversion,Invoice,Invoice,Yes,Complete,109 GIML LLC,615.25,USD,46142,Etairos,46173,26515,46172,EBS House Account,109 GIML LLC,15475,30944
55759,Conversion,Invoice,Invoice,Yes,Complete,SM LAWRENCE MEMPHIS/OB,795.56,USD,46142,Etairos,46173,26796,46172,EBS House Account,SM LAWRENCE MEMPHIS/OB,15538,31049
55760,Conversion,Invoice,Invoice,Yes,Complete,KELE,240.06,USD,46142,Etairos,46173,26792,46172,EBS House Account,KELE,16099,32410
55769,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,169.96,USD,46142,Etairos,46173,27958,46172,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55771,Conversion,Invoice,Invoice,Yes,Complete,DESOTO COUNTY SCHOOLS,345,USD,46142,Etairos,46173,27494,46172,EBS House Account,DESOTO COUNTY SCHOOLS,15532,30680
35312,Conversion,Invoice,Invoice,Yes,Complete,LAB MECHANICAL SOLUTIONS,23859.16,USD,45212,Etairos,46173,28404,45242,EBS House Account,LAB MECHANICAL SOLUTIONS,15567,32137
35394,Conversion,Invoice,Invoice,Yes,Complete,FRANKLIN HTG AIR & VENTILATION,3868.7,USD,45218,Etairos,46173,26419,45248,EBS House Account,FRANKLIN HTG AIR & VENTILATION,16286,31983
35603,Conversion,Invoice,Invoice,Yes,Complete,FRANKLIN HTG AIR & VENTILATION,7495.93,USD,45229,Etairos,46173,26419,45259,EBS House Account,FRANKLIN HTG AIR & VENTILATION,16286,31983
35707,Conversion,Invoice,Invoice,Yes,Complete,LAB MECHANICAL SOLUTIONS,2527.14,USD,45230,Etairos,46173,28404,45260,EBS House Account,LAB MECHANICAL SOLUTIONS,15567,32137
35897,Conversion,Invoice,Invoice,Yes,Complete,FRANKLIN HTG AIR & VENTILATION,2176.19,USD,45239,Etairos,46173,26419,45269,EBS House Account,FRANKLIN HTG AIR & VENTILATION,16286,31983
35898,Conversion,Invoice,Invoice,Yes,Complete,FRANKLIN HTG AIR & VENTILATION,5757.04,USD,45239,Etairos,46173,26419,45269,EBS House Account,FRANKLIN HTG AIR & VENTILATION,16286,31983
35976,Conversion,Invoice,Invoice,Yes,Complete,FRANKLIN HTG AIR & VENTILATION,871.32,USD,45244,Etairos,46173,26419,45274,EBS House Account,FRANKLIN HTG AIR & VENTILATION,16286,31983
36041,Conversion,Invoice,Invoice,Yes,Complete,FRANKLIN HTG AIR & VENTILATION,4892.96,USD,45246,Etairos,46173,26419,45276,EBS House Account,FRANKLIN HTG AIR & VENTILATION,16286,31983
54902,Conversion,Invoice,Invoice,Yes,Complete,KJS MP JOINT VENTURE LLC,3669.01,USD,46100,Etairos,46173,27213,46130,EBS House Account,KJS MP JOINT VENTURE LLC,17048,31267
54960,Conversion,Invoice,Invoice,Yes,Complete,METRO MECHANICAL CONTRACTORS,334.7,USD,46101,Etairos,46173,12007,46131,EBS House Account,METRO MECHANICAL CONTRACTORS,7004,21005
54962,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF TENNESSEE,23608.75,USD,46101,Etairos,46173,26972,46131,EBS House Account,UNIVERSITY OF TENNESSEE,16062,32403
54971,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,1073.86,USD,46104,Etairos,46173,12005,46134,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
54972,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,701.61,USD,46104,Etairos,46173,12005,46134,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
54999,Conversion,Invoice,Invoice,Yes,Complete,SILVER HOME SOLUTIONS,187.28,USD,46104,Etairos,46173,28018,46134,EBS House Account,SILVER HOME SOLUTIONS,15951,30815
55050,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,4326.36,USD,46107,Etairos,46173,12005,46137,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
55549,Conversion,Invoice,Invoice,Yes,Complete,WENDELTA INC,666.61,USD,46140,Etairos,46173,28431,46170,EBS House Account,WENDELTA INC,16527,30322
55556,Conversion,Invoice,Invoice,Yes,Complete,UPCHURCH PLUMBING,1208.75,USD,46140,Etairos,46173,26928,46170,EBS House Account,UPCHURCH PLUMBING,16574,30538
55557,Conversion,Invoice,Invoice,Yes,Complete,COMFORT SYSTEMS USA-ARKANSAS,510.35,USD,46140,Etairos,46173,26426,46170,EBS House Account,COMFORT SYSTEMS USA-ARKANSAS,17095,31806
55558,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,1993.99,USD,46140,Etairos,46173,27077,46170,EBS House Account,SOEFKER SERVICES,16104,31859
55559,Conversion,Invoice,Invoice,Yes,Complete,ACY SERVICES LLC,1660.92,USD,46140,Etairos,46173,27715,46170,EBS House Account,ACY SERVICES LLC,15201,32365
55561,Conversion,Invoice,Invoice,Yes,Complete,CBRE GWS LLC - KELLOGG,3975.06,USD,46140,Etairos,46173,27197,46170,EBS House Account,CBRE GWS LLC - KELLOGG,16974,31965
55083,Conversion,Invoice,Invoice,Yes,Complete,JOHNSON CONTROLS,53928,USD,46107,Etairos,46173,28094,46137,Joshua Hester,JOHNSON CONTROLS,16972,30485
44927,Conversion,Invoice,Invoice,Yes,Complete,JOHNSON CONTROLS,114750,USD,45645,Etairos,46173,28094,45675,Joshua Hester,JOHNSON CONTROLS,16972,30485
56005,Conversion,Invoice,Invoice,Yes,Complete,MODERN AIR CONDITIONING & HTG,10217,USD,46160,Etairos,46173,28383,46190,Joshua Hester,MODERN AIR CONDITIONING & HTG,16379,32259
48667,Conversion,Invoice,Invoice,Yes,Complete,A & B MECHANICAL INC,87410,USD,45821,Etairos,46173,26795,45851,Joshua Hester,A & B MECHANICAL INC,15369,31569
55430,Conversion,Invoice,Invoice,Yes,Complete,MODERN AIR CONDITIONING & HTG,261525,USD,46133,Etairos,46173,28383,46163,Joshua Hester,MODERN AIR CONDITIONING & HTG,16379,32259
55767,Conversion,Invoice,Invoice,Yes,Complete,DONAGHEY MECHANICAL CONTRACTOR,1980,USD,46142,Etairos,46173,28310,46172,Joshua Hester,DONAGHEY MECHANICAL CONTRACTOR,16965,31781
54992,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSAL SERVICES,4500,USD,46104,Etairos,46173,26555,46134,Joshua Hester,UNIVERSAL SERVICES,17186,31116
16821,Conversion,Invoice,Invoice,Yes,Complete,HAMPTON INN - HUMPHREYS,2467,USD,44428,Etairos,46173,27608,44458,Andrew Jones,HAMPTON INN - HUMPHREYS,16694,30816
56255,Conversion,Invoice,Invoice,Yes,Complete,IVEY MECHANICAL CO LLC,13645,USD,46171,Etairos,46173,28305,46201,Jason Jones,IVEY MECHANICAL CO LLC,16191,32446
41808,Conversion,Invoice,Invoice,Yes,Complete,MISSISSIPPI BRAVES,17484.87,USD,45504,Etairos,46173,27986,45534,Jason Jones,MISSISSIPPI BRAVES,17055,31897
9609,Conversion,Invoice,Invoice,Yes,Complete,V & S NEW YORK GALVANIZING,2256,USD,44125,Etairos,46173,28030,44155,Stanley Wilson,V & S NEW YORK GALVANIZING,15216,30748
10087,Conversion,Invoice,Invoice,Yes,Complete,V & S NEW YORK GALVANIZING,7980,USD,44135,Etairos,46173,28030,44165,Stanley Wilson,V & S NEW YORK GALVANIZING,15216,30748
11400,Conversion,Invoice,Invoice,Yes,Complete,GIPSON MECH CONTRACTORS,13430,USD,44204,Etairos,46173,27560,44234,Stanley Wilson,GIPSON MECH CONTRACTORS,16326,31827
56220,Conversion,Invoice,Invoice,Yes,Complete,HOWARD INDUSTRIES,2610,USD,46169,Etairos,46173,27854,46199,Christopher Williams,HOWARD INDUSTRIES,16853,31949
56221,Conversion,Invoice,Invoice,Yes,Complete,109 GIML LLC,4222.4,USD,46169,Etairos,46173,26515,46199,Christopher Williams,109 GIML LLC,15475,30944
53540,Conversion,Invoice,Invoice,Yes,Complete,109 GIML LLC,6675.82,USD,46044,Etairos,46173,26515,46074,Christopher Williams,109 GIML LLC,15475,30944
55647,Conversion,Invoice,Invoice,Yes,Complete,OCHSNER HEALTH SYSTEM,2905.93,USD,46142,Etairos,46173,26578,46172,Christopher Williams,OCHSNER HEALTH SYSTEM,17173,32234
56259,Conversion,Invoice,Invoice,Yes,Complete,AIRETECH CORP,23936.22,USD,46171,Etairos,46173,28424,46201,William Thigpen,AIRETECH CORP,16519,32017
56276,Conversion,Invoice,Invoice,Yes,Complete,AJR INDUSTRIAL SERVICES,62350.45,USD,46171,Etairos,46173,27380,46201,William Thigpen,AJR INDUSTRIAL SERVICES,15976,31559
56283,Conversion,Invoice,Invoice,Yes,Complete,WALKER-J-WALKER INC,120921.45,USD,46173,Etairos,46173,27397,46203,William Thigpen,WALKER-J-WALKER INC,16758,30670
56292,Conversion,Invoice,Invoice,Yes,Complete,RGB MECHANICAL,60210,USD,46173,Etairos,46173,26463,46203,William Thigpen,RGB MECHANICAL,17157,31377
56311,Conversion,Invoice,Invoice,Yes,Complete,RGB MECHANICAL,787.5,USD,46173,Etairos,46173,26463,46203,William Thigpen,RGB MECHANICAL,17157,31377
56231,Conversion,Invoice,Invoice,Yes,Complete,AIRETECH CORP,7200,USD,46169,Etairos,46173,28424,46199,William Thigpen,AIRETECH CORP,16519,32017
56236,Conversion,Invoice,Invoice,Yes,Complete,TRACE SERVICES LLC,3171,USD,46169,Etairos,46173,28041,46199,William Thigpen,TRACE SERVICES LLC,16003,31453
55975,Conversion,Invoice,Invoice,Yes,Complete,WALKER-J-WALKER INC,146351.62,USD,46157,Etairos,46173,27397,46187,William Thigpen,WALKER-J-WALKER INC,16758,30670
55976,Conversion,Invoice,Invoice,Yes,Complete,WALKER-J-WALKER INC,137187.5,USD,46157,Etairos,46173,27397,46187,William Thigpen,WALKER-J-WALKER INC,16758,30670
55836,Conversion,Invoice,Invoice,Yes,Complete,RGB MECHANICAL,8320,USD,46150,Etairos,46173,26463,46180,William Thigpen,RGB MECHANICAL,17157,31377
56023,Conversion,Invoice,Invoice,Yes,Complete,AJR INDUSTRIAL SERVICES,3292.5,USD,46160,Etairos,46173,27380,46190,William Thigpen,AJR INDUSTRIAL SERVICES,15976,31559
56031,Conversion,Invoice,Invoice,Yes,Complete,WALKER-J-WALKER INC,127694.12,USD,46160,Etairos,46173,27397,46190,William Thigpen,WALKER-J-WALKER INC,16758,30670
56080,Conversion,Invoice,Invoice,Yes,Complete,WALKER-J-WALKER INC,27886.39,USD,46161,Etairos,46173,27397,46191,William Thigpen,WALKER-J-WALKER INC,16758,30670
56096,Conversion,Invoice,Invoice,Yes,Complete,RGB MECHANICAL,25332,USD,46162,Etairos,46173,26463,46192,William Thigpen,RGB MECHANICAL,17157,31377
56139,Conversion,Invoice,Invoice,Yes,Complete,RGB MECHANICAL,2945,USD,46163,Etairos,46173,26463,46193,William Thigpen,RGB MECHANICAL,17157,31377
55768,Conversion,Invoice,Invoice,Yes,Complete,SITELOGIQ INC,40620.04,USD,46142,Etairos,46173,26946,46172,William Thigpen,SITELOGIQ INC,15835,32353
56081,Conversion,Invoice,Invoice,Yes,Complete,DCI,623.16,USD,46161,Etairos,46173,28287,46191,Wesley Dacus,DCI,16080,30958
55371,Conversion,Invoice,Invoice,Yes,Complete,JOHNSON CONTROLS,5675,USD,46127,Etairos,46173,28094,46157,Wesley Dacus,JOHNSON CONTROLS,16972,30485
54385,Conversion,Invoice,Invoice,Yes,Complete,METRO MECHANICAL CONTRACTORS,3757.84,USD,46077,Etairos,46173,12007,46107,Wesley Dacus,METRO MECHANICAL CONTRACTORS,7004,21005
54883,Conversion,Invoice,Invoice,Yes,Complete,JOHNSON CONTROLS,5675,USD,46100,Etairos,46173,28094,46130,Wesley Dacus,JOHNSON CONTROLS,16972,30485
55762,Conversion,Invoice,Invoice,Yes,Complete,DAMON-MARCUS CO,823.13,USD,46147,Etairos,46173,27159,46177,Wesley Dacus,DAMON-MARCUS CO,17005,30901
54901,Conversion,Invoice,Invoice,Yes,Complete,A-1 ELECTRICAL CONTRACTORS,3051.05,USD,46100,Etairos,46173,27419,46130,Wesley Dacus,A-1 ELECTRICAL CONTRACTORS,16662,30927
54991,Conversion,Invoice,Invoice,Yes,Complete,JOHNSON CONTROLS,5675,USD,46104,Etairos,46173,28094,46134,Wesley Dacus,JOHNSON CONTROLS,16972,30485
56242,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,2688.88,USD,46169,Etairos,46173,12005,46199,Zachary Gorham,AIR TECHNICAL SERVICES,7002,21007
56246,Conversion,Invoice,Invoice,Yes,Complete,KELLANOVA GBS CENTER,227690,USD,46170,Etairos,46173,26682,46200,Zachary Gorham,KELLANOVA GBS CENTER,15336,30930
56247,Conversion,Invoice,Invoice,Yes,Complete,KELLANOVA GBS CENTER,928,USD,46170,Etairos,46173,26682,46200,Zachary Gorham,KELLANOVA GBS CENTER,15336,30930
56248,Conversion,Invoice,Invoice,Yes,Complete,KELLANOVA GBS CENTER,3712,USD,46170,Etairos,46173,26682,46200,Zachary Gorham,KELLANOVA GBS CENTER,15336,30930
36588,Conversion,Invoice,Invoice,Yes,Complete,EAGLE PRO LLC,809.02,USD,45272,Etairos,46173,27189,45302,Zachary Gorham,EAGLE PRO LLC,15468,30295
36668,Conversion,Invoice,Invoice,Yes,Complete,EAGLE PRO LLC,2840.91,USD,45275,Etairos,46173,27189,45305,Zachary Gorham,EAGLE PRO LLC,15468,30295
55096,Conversion,Invoice,Invoice,Yes,Complete,KELLANOVA GBS CENTER,1624,USD,46111,Etairos,46173,26682,46141,Zachary Gorham,KELLANOVA GBS CENTER,15336,30930
55097,Conversion,Invoice,Invoice,Yes,Complete,KELLANOVA GBS CENTER,6496,USD,46111,Etairos,46173,26682,46141,Zachary Gorham,KELLANOVA GBS CENTER,15336,30930
55799,Conversion,Invoice,Invoice,Yes,Complete,MITCH WRIGHT PLB HTG & AIR,905.58,USD,46142,Etairos,46173,28019,46172,Zachary Gorham,MITCH WRIGHT PLB HTG & AIR,15202,30729
56086,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,3121.29,USD,46161,Etairos,46173,12005,46191,Zachary Gorham,AIR TECHNICAL SERVICES,7002,21007
