Invoice Number,INVOICE_ID,Invoice Amount,Invoice date,INVOICE_CURRENCY_CODE,SOURCE,Invoice Type,INVOICE_DESCRIPTION,SUPPLIER_NUMBER,SUPPLIER_NAME,LINE_NUMBER,LINE_TYPE,LINE_AMOUNT,LINE_DESCRIPTION,CHARGE_ACCOUNT
95667868,103446,696.52,2026-01-15,USD,Conversion,STANDARD,FB: PO# - 26-10286  Created for SO #244158  SO Note: Not Charging Customer for motor    Dawson W...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,696.52,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95667953,103451,533.52,2026-01-15,USD,Conversion,STANDARD,FB: PO# - 26-10274  Created for SO #244139,100866,GREENHECK FAN CORPORATION (V),1,ITEM,533.52,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95668104,103448,276.39,2026-01-15,USD,Conversion,STANDARD,FB: PO# - 26-10288  Created for SO #244169  SO Note: Jason Hoover  253-359-2819  PO 2601182339,100866,GREENHECK FAN CORPORATION (V),1,ITEM,276.39,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95668208,103449,2940.44,2026-01-15,USD,Conversion,STANDARD,FB: PO# - 25-18824  Created for SO #243509,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2940.44,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95668209,103444,3842.56,2026-01-15,USD,Conversion,STANDARD,FB: PO# - 25-18821  Created for SO #243507,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3842.56,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95668210,103450,5556.36,2026-01-15,USD,Conversion,STANDARD,FB: PO# - 25-18828  Created for SO #243514,100866,GREENHECK FAN CORPORATION (V),1,ITEM,5556.36,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95668367,103999,6685.34,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-18826  Created for SO #243512,100866,GREENHECK FAN CORPORATION (V),1,ITEM,6685.34,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95668368,103942,3984.74,2026-01-15,USD,Conversion,STANDARD,FB: PO# - 25-18848  Created for SO #243565,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3984.74,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95668602,103443,251.75,2026-01-15,USD,Conversion,STANDARD,FB: PO# - 25-18658  Created for SO #243155,100866,GREENHECK FAN CORPORATION (V),1,ITEM,251.75,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95668631,103943,755.34,2026-01-15,USD,Conversion,STANDARD,FB: PO# - 25-18340  Created for SO #242549,100866,GREENHECK FAN CORPORATION (V),1,ITEM,755.34,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95668632,103944,1421.56,2026-01-15,USD,Conversion,STANDARD,FB: PO# - 25-18677  Created for SO #243209,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1421.56,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95668874,103466,3175.08,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-18122  Created for SO #241938  SO Note: Vlad Snitko 253-332-1137  Email address: vo...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3175.08,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95668875,103465,380.61,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10055  Created for SO #243712,100866,GREENHECK FAN CORPORATION (V),1,ITEM,380.61,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95668945,103460,904.66,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-18384  Created for SO #242489,100866,GREENHECK FAN CORPORATION (V),1,ITEM,904.66,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95668946,103997,1396.97,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-18679  Created for SO #243216,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1396.97,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95668985,103471,1139.71,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-18703  Created for SO #242382,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1139.71,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95668986,104003,625.68,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10016  Created for SO #243663,100866,GREENHECK FAN CORPORATION (V),1,ITEM,625.68,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95668987,104002,50,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10054  Created for SO #243728  SO Note: Derek Soley - 206.919.7812  Cameron Pomada ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,50,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95669148,103455,306.67,2026-01-16,USD,Conversion,STANDARD,"FB: PO# - 26-10143  Created for SO #243884  Joe Schumacher, CPD  |  Assistant Project Manager II...",100866,GREENHECK FAN CORPORATION (V),1,ITEM,306.67,Dorse_Line_1,1510.1601.100.000.511000.0000.000
956692255,103998,361.22,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-15302W2  Created for SO #244274  SO Note: Created from RMA #902  Replacement VGD un...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,361.22,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95669226,103459,400.81,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10334  Created for SO #244222,100866,GREENHECK FAN CORPORATION (V),1,ITEM,400.81,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669256,103458,68.29,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10177  Created for SO #243941  SO Note: Email Josef Antonio his order and CC receip...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,68.29,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669337,103456,504.32,2026-01-16,USD,Conversion,STANDARD,"FB: PO# - 26-10143  Created for SO #243884  Joe Schumacher, CPD  |  Assistant Project Manager II...",100866,GREENHECK FAN CORPORATION (V),1,ITEM,504.32,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669355,103457,1145.76,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-18597  Created for SO #242640,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1145.76,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669376,103996,483.61,2026-01-16,USD,Conversion,STANDARD,"FB: PO# - 26-10203  Created for SO #243983  Joe Schumacher, CPD  |  Hermanson Company, LLP  | Ce...",100866,GREENHECK FAN CORPORATION (V),1,ITEM,483.61,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95669455,103454,73.57,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10336  Created for SO #244238  SO Note: Eric Bjork  360-808-9054  PO 5948-EB966037S,100866,GREENHECK FAN CORPORATION (V),1,ITEM,73.57,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669490,103464,2524.07,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10116  Created for SO #243853,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2524.07,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669533,103472,250,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-18325A  Created for SO #244511  N/C to customer Frt Reconsignment on OG s-242541 / ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,250,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669534,103453,739.27,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10344  Created for SO #244247  SO Note: Katie Brown 206-835-8260  PO 10000408-J1706...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,739.27,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669599,103463,394.67,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10279  Created for SO #244148,100866,GREENHECK FAN CORPORATION (V),1,ITEM,394.67,Dorse_Line_1,1510.1601.100.000.511000.0000.000
9566960,103461,4684.3,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10087  Created for SO #243806,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4684.3,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669629,103462,1047.28,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-18557  Created for SO #242994,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1047.28,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669631,103995,928.18,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-18725  Created for SO #243296,100866,GREENHECK FAN CORPORATION (V),1,ITEM,928.18,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95669657,103452,4681.22,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-18846  Created for SO #243562,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4681.22,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669703,103467,1198.21,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10021  Created for SO #243671,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1198.21,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669863,103468,94.59,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10360  Created for SO #244272  SO Note: Rod Christiansen 425-670-1968  PO #2391-148660,100866,GREENHECK FAN CORPORATION (V),1,ITEM,94.59,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669864,103469,607.25,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10362  Created for SO #244273  SO Note: Christian Rodriguez 206-713-3813  PO# 68761...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,607.25,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95669899,104000,73.77,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10370  Created for SO #244210  SO Note: Sergio Carrillo  253-968-2071    PO 832260267,100866,GREENHECK FAN CORPORATION (V),1,ITEM,73.77,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95669900,103470,457.37,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10371  Created for SO #244277  SO Note: Christian Rodriguez 206-713-3813  PO# 68761...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,457.37,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670036,104001,1235.75,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 25-18736  Created for SO #243317,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1235.75,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95670069,103473,126.19,2026-01-17,USD,Conversion,STANDARD,FB: PO# - 25-18324W  Created for SO #243935  Created from RMA #894  Concealed freight damage to ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,126.19,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670092,103657,50,2026-01-16,USD,Conversion,STANDARD,FB: PO# - 26-10118  Created for SO #243855  Gabe Ramirez  Cell: 425.770.2064,104698,Metalaire,1,ITEM,50,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670094,104099,1595.09,2026-01-17,USD,Conversion,STANDARD,FB: PO# - 25-18699  Created for SO #243252,104698,Metalaire,1,ITEM,1595.09,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95670249,103474,987.57,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10188  Created for SO #243966,100866,GREENHECK FAN CORPORATION (V),1,ITEM,987.57,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670323,103475,746.06,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10186  Created for SO #243961,100866,GREENHECK FAN CORPORATION (V),1,ITEM,746.06,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670452,103476,4667.1,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 25-18312  Created for SO #242502,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4667.1,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670698,103477,175.47,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10383  Created for SO #244296  SO Note: Jeremy Holt  Banana Grill  PO 30761,100866,GREENHECK FAN CORPORATION (V),1,ITEM,175.47,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670807,103478,600.75,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10074  Created for SO #243773,100866,GREENHECK FAN CORPORATION (V),1,ITEM,600.75,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670808,103481,904.42,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10127  Created for SO #243029,100866,GREENHECK FAN CORPORATION (V),1,ITEM,904.42,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670809,104004,231.39,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10162  Created for SO #243913,100866,GREENHECK FAN CORPORATION (V),1,ITEM,231.39,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95670810,103480,131.21,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10340  Created for SO #244245,100866,GREENHECK FAN CORPORATION (V),1,ITEM,131.21,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670842,103479,458.31,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10181  Created for SO #243947,100866,GREENHECK FAN CORPORATION (V),1,ITEM,458.31,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670935,104005,2426.1,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10114  Created for SO #243772,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2426.1,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95670936,103483,2185.85,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10160  Created for SO #243321,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2185.85,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95670937,103482,892.13,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10333  Created for SO #240088  SO Note: 11/11/2025 we received 1 plt bx and 2 crate...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,892.13,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95671039,104006,3666.65,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 25-18791  Created for SO #243426,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3666.65,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95671119,103486,15677.03,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10169  Created for SO #243921  Ursula Lund  |  Assistant Project Manager  Hermanson...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,15677.03,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95671203,103484,599.95,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10308  Created for SO #244202  SO Note: Attn: Ricardo Romero  206-751-7754,100866,GREENHECK FAN CORPORATION (V),1,ITEM,599.95,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95671204,103485,12562.89,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 25-18839  Created for SO #243540,100866,GREENHECK FAN CORPORATION (V),1,ITEM,12562.89,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95671255,104007,450,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10411  Created for SO #244347  SO Note: Rey Canonizado  Link Apts  PO 305415,100866,GREENHECK FAN CORPORATION (V),1,ITEM,450,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95671371,104008,892.82,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 26-10215  Created for SO #244014,100866,GREENHECK FAN CORPORATION (V),1,ITEM,892.82,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95671529,103488,484.93,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10238  Created for SO #244053,100866,GREENHECK FAN CORPORATION (V),1,ITEM,484.93,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95671530,103487,1379.32,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10046  Created for SO #237262,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1379.32,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95671792,103489,236.06,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10234  Created for SO #244047  SO Note: Dick Culver - 2067620500  PO18759,100866,GREENHECK FAN CORPORATION (V),1,ITEM,236.06,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95672047,104009,244.75,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 25-18868  Created for SO #242933,100866,GREENHECK FAN CORPORATION (V),1,ITEM,244.75,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672079,103490,915.56,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 25-17808  Created for SO #241626,100866,GREENHECK FAN CORPORATION (V),1,ITEM,915.56,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95672164,103491,456.76,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 25-18820  Created for SO #243503,100866,GREENHECK FAN CORPORATION (V),1,ITEM,456.76,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95672251,104013,1076.74,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10346  Created for SO #244250,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1076.74,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672252,103492,2064.14,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10381  Created for SO #244293,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2064.14,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95672253,104010,1468.54,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10223  Created for SO #244023  SO Note: Jared Wold  206-887-7196  PO#686330  MUA & ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1468.54,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672290,104011,495.91,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10207  Created for SO #243998  Cameron Foreman  Assistant Project Manager  Emerald ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,495.91,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672291,104012,2355.74,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10285  Created for SO #244157,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2355.74,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672336,104015,621.93,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10128  Created for SO #243869  Mike Willis  Project Engineer    Auburn Mechanical  ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,621.93,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672337,104016,2085.71,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10232  Created for SO #244043,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2085.71,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672338,103493,2468.6,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10382  Created for SO #244295,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2468.6,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95672339,104014,806.55,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10237  Created for SO #244051  SO Note: Terry Moody 2535729484  PO# 1-14097-01,100866,GREENHECK FAN CORPORATION (V),1,ITEM,806.55,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672437,104017,345.06,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10425  Created for SO #244373  SO Note: Aaron Meaker  PO# 687784  Job Name: SILVER ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,345.06,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672535,103496,56.09,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10420  Created for SO #244369,100866,GREENHECK FAN CORPORATION (V),1,ITEM,56.09,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95672609,104020,384.16,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10163  Created for SO #243909,100866,GREENHECK FAN CORPORATION (V),1,ITEM,384.16,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672610,103495,250,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10449  Created for SO #244417  SO Note: STEVEN WILSON (206) 825-0339  PO# 687844  J...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,250,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95672620,103494,1628.33,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10115  Created for SO #243852,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1628.33,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95672659,103497,684.51,2026-01-20,USD,Conversion,STANDARD,"FB: PO# - 26-10290  Created for SO #244171  Joe Schumacher, CPD  |  Assistant Project Manager II...",100866,GREENHECK FAN CORPORATION (V),1,ITEM,684.51,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95672660,104018,518.37,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10458  Created for SO #244422  SO Note: Joey 206-917-7709  DSW 3,100866,GREENHECK FAN CORPORATION (V),1,ITEM,518.37,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672661,104019,228.69,2026-01-20,USD,Conversion,STANDARD,FB: PO# - 26-10460  Created for SO #244426  SO Note: Matt Oakley 4254197442  Century   PO 26039,100866,GREENHECK FAN CORPORATION (V),1,ITEM,228.69,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672966,103498,629.4,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 25-18546  Created for SO #242969,100866,GREENHECK FAN CORPORATION (V),1,ITEM,629.4,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95672967,104021,4944.16,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 25-18531  Created for SO #242930,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4944.16,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95672968,104022,318.76,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 26-10428  Created for SO #244293,100866,GREENHECK FAN CORPORATION (V),1,ITEM,318.76,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95673066,104023,150.47,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 26-10385  Created for SO #244297,100866,GREENHECK FAN CORPORATION (V),1,ITEM,150.47,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95673170,104024,2676.31,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 26-10132  Created for SO #243029,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2676.31,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95673204,103499,548.71,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 26-10392  Created for SO #244307,100866,GREENHECK FAN CORPORATION (V),1,ITEM,548.71,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95673401,103500,1292.02,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 25-18768  Created for SO #243383,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1292.02,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95673476,103502,1176.52,2026-01-21,USD,Conversion,STANDARD,"FB: PO# - 26-10434  Created for SO #244387  Misty Beck  Assistant Project Manager  Emerald Aire,...",100866,GREENHECK FAN CORPORATION (V),1,ITEM,1176.52,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95673477,103501,7684.46,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 25-18791  Created for SO #243426,100866,GREENHECK FAN CORPORATION (V),1,ITEM,7684.46,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95673478,103503,2637.18,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 25-18785  Created for SO #243412  Terris Patterson   Senior Project Manager   Hermanso...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2637.18,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95673549,103504,5597.6,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 25-18771  Created for SO #243389,100866,GREENHECK FAN CORPORATION (V),1,ITEM,5597.6,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95673550,103506,9927.1,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 25-18714  Created for SO #243273,100866,GREENHECK FAN CORPORATION (V),1,ITEM,9927.1,Dorse_Line_1,1510.1601.100.000.511000.0000.000
