Transaction Type,Trx Date,Trx Number/ Cross Ref,Po Number,Customer Name (Only Bill to/ No Ship To),Customer Address,Payment Term,Due Date,Invoice Amount,Salesperson Name,Sales credit percentage
Type,Date,Num,P. O. #,Name,Name Address,Terms,Due Date,Open Balance,,
Invoice,2026-02-27 00:00:00,235905-13,PO025716-1,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-29 00:00:00,1025.02,House Account,1
Invoice,2026-02-27 00:00:00,245383,71134,"JH Kelly, LLC:JHK-Special Projects","PO BOX 2038 Longview, WA 98632 USA",Net 30,2026-03-29 00:00:00,365,House Account,1
Invoice,2026-02-27 00:00:00,235905-11,PO025716-1,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-29 00:00:00,1025.02,House Account,1
Invoice,2026-02-27 00:00:00,245717,025-012,AMS:AMS-Victory Northgate,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-03-29 00:00:00,480,House Account,1
Invoice,2026-02-27 00:00:00,245489,4526M15,Air Systems Engineering Inc:ASE-Embassy Suites Roof Equipment Retro,"3602 South Pine Street Tacoma, WA 98409 USA",Net 30,2026-03-29 00:00:00,7605,House Account,1
Invoice,2026-02-27 00:00:00,242150-1,3553-2511-635,Delta Technology Corporation:DEL-Evergreen School South Campus,"1223 Valentine Ave SE Pacific, WA 98047 USA",Net 30,2026-03-29 00:00:00,2000,House Account,1
Invoice,2026-02-27 00:00:00,244827-1,BF928567,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-03-29 00:00:00,1450,House Account,1
Invoice,2026-02-27 00:00:00,245843,13527,Capital Heating & Cooling:CAP-Manzanita Reservoir,"PO Box 3387 Lacey, WA 98509-3387 USA",Net 30,2026-03-29 00:00:00,675,House Account,1
Invoice,2026-02-27 00:00:00,243888,1011171-80161,Holaday-Parks Inc,"4600 S 134th Pl Tukwila, WA 98168-3241 USA",Net 30,2026-03-29 00:00:00,16015,House Account,1
Invoice,2026-02-27 00:00:00,246144,205679,PSR Mechanical Inc:PSR-Small Projects,"PO Box 27073 Seattle, WA 98165 USA",Net 30,2026-03-29 00:00:00,200,House Account,1
Invoice,2026-02-27 00:00:00,246123,PO205657,PSR Mechanical Inc:PSR-Small Projects,"PO Box 27073 Seattle, WA 98165 USA",Net 30,2026-03-29 00:00:00,584,House Account,1
Invoice,2025-12-30 00:00:00,243137-1,2025-25-02,DB Solutions:DB-West Seattle Stadium ADA Update,"2100 196th St SW #122 Lynnwood, WA 98036 USA",Net 30,2026-01-29 00:00:00,195,House Account,1
Invoice,2025-12-30 00:00:00,242688-2,LM-TSRedmond124,Cowdrey Mechanical Systems LLC:CMS-Tractor Supply Redmond,"PO Box 519 Brush Prairie, WA 98606 USA",Net 30,2026-01-29 00:00:00,1158.5,House Account,1
Invoice,2025-12-30 00:00:00,237352,19615,Feller Heating & Air Cond.:Fel-Snohomish Readiness Center Add,"501 Virginia Street Bellingham, WA 98225 USA",Net 30,2026-01-29 00:00:00,2928.33,House Account,1
Invoice,2025-12-31 00:00:00,243596,2344,Trimble Mechanical:TBM-Premier Storage Maple Valley,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-01-30 00:00:00,144,House Account,1
Invoice,2025-12-31 00:00:00,243508,Kendrick Landing,Sound Heating And A/C:Sou-Lakewood Apartments Kendrick Landing,"5526 184th Street East Suite A Puyallup, WA 98375",Net 30,2026-01-30 00:00:00,118,House Account,1
Invoice,2025-12-31 00:00:00,243505,Kittitas,Sound Heating And A/C:Sou-Kittitas Depot Historic Preservation,"5526 184th Street E Suite A Puyallup, WA 98375",Net 30,2026-01-30 00:00:00,240,House Account,1
Invoice,2025-12-31 00:00:00,242989,3108,Trimble Mechanical:TBM-Carbonado SD Energy Services,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-01-30 00:00:00,1710.22,House Account,1
Invoice,2025-12-31 00:00:00,239281,2648,Trimble Mechanical:TBM-Premier Storage Maple Valley,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-01-30 00:00:00,608.18,House Account,1
Invoice,2025-12-31 00:00:00,242930,LM-12/8/25-PortlandTracto,Cowdrey Mechanical Systems LLC:CMS-Cowdrey T.S,"PO Box 519 Brush Prairie, WA 98606 USA",Net 30,2026-01-30 00:00:00,720,House Account,1
Invoice,2025-12-31 00:00:00,242078-3,Mud Mountain Pump House,Sound Heating And A/C:Sou-Mud Mountain Pump House,"5526 184th Street E Suite A Puyallup, WA 98375",Net 30,2026-01-30 00:00:00,1550,House Account,1
Invoice,2025-12-31 00:00:00,242513-1,Polaris,AMS:AMS-Polaris at Totem Lake,"22129 NE 114th Redmond, WA 98053 USA",Net 30,2026-01-30 00:00:00,530.78,House Account,1
Invoice,2026-01-02 00:00:00,242734,R250028,Atlas Mechanical Inc.:ATL-Woodinville Wine Village - Harvest,"428 North Pekin Road Woodland, WA 98674 USA",Net 30,2026-02-01 00:00:00,3205,,
Invoice,2026-01-05 00:00:00,242611-1,Owens II,Diamond Heating:DIA-Owens II Astoria,"1425 N Roosevelt Seaside, OR 97138 USA",Net 30,2026-02-04 00:00:00,2585,,
Credit Memo,2026-01-05 00:00:00,243655,26791,Hoover Commercial Refrigeration & Mechani:HCR-Fogo de Chao,"1222 46th Avenue East Fife, WA 98424 USA",Net 30,2026-02-04 00:00:00,-657.5,House Account,1
Invoice,2026-01-05 00:00:00,243525,2909,Trimble Mechanical:TBM-Kirkland Supportive Housing,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-02-04 00:00:00,182.89,House Account,1
Invoice,2026-01-05 00:00:00,243645,OR8231029,CoolSys Light Commercial Solutions:CoolSys Light - Small Projects,"645 E Missouri Ave, Suite 205, Phoenix Phoenix, AZ 85012 USA",Net 30,2026-02-04 00:00:00,450,House Account,1
Invoice,2026-01-06 00:00:00,237184-1,49842,Smith Mechanical,"6146 Portal Way Ferndale, WA 98248-9363 USA",Net 30,2026-02-05 00:00:00,295,House Account,1
Invoice,2026-01-06 00:00:00,243612,Kendrick,Sound Heating And A/C:Sou-Lakewood Apartments Kendrick Landing,"5526 184th Street East Suite A Puyallup, WA 98375",Net 30,2026-02-05 00:00:00,250,House Account,1
Invoice,2026-01-06 00:00:00,243649,Kendrick,Sound Heating And A/C:Sou-Lakewood Apartments Kendrick Landing,"5526 184th Street East Suite A Puyallup, WA 98375",Net 30,2026-02-05 00:00:00,119.79,House Account,1
Invoice,2026-01-07 00:00:00,243745-2,,AMS:AMS-Victory Northgate,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-02-06 00:00:00,27.39,House Account,1
Invoice,2026-01-07 00:00:00,243745,,AMS:AMS-Victory Northgate,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-02-06 00:00:00,562.54,House Account,1
Invoice,2026-01-07 00:00:00,243071,R250088,Atlas Mechanical Inc.:ATL-Village Green,"428 North Pekin Road Woodland, WA 98674",Net 30,2026-02-06 00:00:00,102623.5,House Account,1
Invoice,2026-01-07 00:00:00,243726,OR8231417,CoolSys Light Commercial Solutions:CoolSys Light - Small Projects,"645 E Missouri Ave, Suite 205, Phoenix Phoenix, AZ 85012 USA",Net 30,2026-02-06 00:00:00,39,House Account,1
Invoice,2026-01-07 00:00:00,243742,OR8231420,CoolSys Light Commercial Solutions:CoolSys Light - Small Projects,"645 E Missouri Ave, Suite 205, Phoenix Phoenix, AZ 85012 USA",Net 30,2026-02-06 00:00:00,39,House Account,1
Invoice,2026-01-07 00:00:00,243642-2,2648,Trimble Mechanical:TBM-Premier Storage Maple Valley,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-02-06 00:00:00,23.84,House Account,1
Invoice,2026-01-07 00:00:00,243642,2648,Trimble Mechanical:TBM-Premier Storage Maple Valley,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-02-06 00:00:00,494.41,House Account,1
Invoice,2026-01-07 00:00:00,243640,SP928616,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-02-06 00:00:00,28.86,House Account,1
Invoice,2026-01-07 00:00:00,242900,Sound Insulation M&M,Steele Mechanical:STM-Port of Seattle Sound Insulation,"3615 W Mukilteo Blvd Everett, WA 98203 USA",Net 30,2026-02-06 00:00:00,45,House Account,1
Invoice,2026-01-08 00:00:00,239077-1,PO030127-3,Hermanson Company:HER-Honouliuli WWTP,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-07 00:00:00,19900,House Account,1
Invoice,2026-01-08 00:00:00,241610,BF927845,"Evergreen Refrigeration, LLC:EVE-Trader Joes #293 Woodinville","727 S Kenyon St, Ste B Seattle, WA 98108 USA",Net 30,2026-02-07 00:00:00,2250,House Account,1
Invoice,2026-01-09 00:00:00,243621,PO036749-1,Hermanson Company:HER-BECU Neighborhood Financial Center,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-08 00:00:00,1815,House Account,1
Invoice,2026-01-09 00:00:00,243816,sp928667,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-02-08 00:00:00,2163.98,House Account,1
Invoice,2026-01-09 00:00:00,243868,1157,Phoenix Mechanical Inc:PHO-Norman Rockwell ES,"11119 Valley Ave E Puyallup, WA 98372 USA",Net 30,2026-02-08 00:00:00,18.06,House Account,1
Invoice,2026-01-09 00:00:00,243781,2909,Trimble Mechanical:TBM-Kirkland Supportive Housing,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-02-08 00:00:00,35,House Account,1
Invoice,2026-01-09 00:00:00,243812,2509-2720,Ocean Park Mechanical Inc:OCE-Live Nation TI,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-02-08 00:00:00,181.92,House Account,1
Invoice,2026-01-09 00:00:00,243789,Polaris,AMS:AMS-Polaris at Totem Lake,"22129 NE 114th Redmond, WA 98053 USA",Net 30,2026-02-08 00:00:00,210.2,House Account,1
Invoice,2026-01-09 00:00:00,243698-1,Polaris at Totem Lake,AMS:AMS-Polaris at Totem Lake,"22129 NE 114th Redmond, WA 98053 USA",Net 30,2026-02-08 00:00:00,111.2,House Account,1
Invoice,2026-01-09 00:00:00,243698,Polaris at Totem Lake,AMS:AMS-Polaris at Totem Lake,"22129 NE 114th Redmond, WA 98053 USA",Net 30,2026-02-08 00:00:00,24,House Account,1
Invoice,2026-01-09 00:00:00,243776,2511-2775,Ocean Park Mechanical Inc:OCE-ONNI Level 13 Restaurant,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-02-08 00:00:00,198.6,House Account,1
Invoice,2026-01-09 00:00:00,243599,Mosaic apartments,Steele Mechanical:STM-Mosaic Apartments Everett,"3615 W Mukilteo Blvd Everett, WA 98203 USA",Net 30,2026-02-08 00:00:00,430,House Account,1
Invoice,2026-01-09 00:00:00,243799-1,PO036949,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-08 00:00:00,21.57,House Account,1
Invoice,2026-01-09 00:00:00,243799,PO036949,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-08 00:00:00,925.3,House Account,1
Invoice,2026-01-09 00:00:00,240836-2,PO033161,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-08 00:00:00,3996.12,House Account,1
Invoice,2026-01-09 00:00:00,243724,OR8231385,CoolSys Light Commercial Solutions:CoolSys Light - Small Projects,"645 E Missouri Ave, Suite 205, Phoenix Phoenix, AZ 85012 USA",Net 30,2026-02-08 00:00:00,556,House Account,1
Invoice,2026-01-09 00:00:00,243727,PO036930,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-02-08 00:00:00,340.96,House Account,1
Invoice,2026-01-09 00:00:00,243759,PO036944,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-02-08 00:00:00,183.9,House Account,1
Invoice,2026-01-09 00:00:00,243561-2,WORP - Kolter,AMS:AMS-WORP,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-02-08 00:00:00,192,House Account,1
Invoice,2026-01-09 00:00:00,243561-1,WORP - Kolter,AMS:AMS-WORP,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-02-08 00:00:00,156.72,House Account,1
Invoice,2026-01-09 00:00:00,243268-1,Polaris Totem Lake Blake,AMS:AMS-Polaris at Totem Lake,"22129 NE 114th Redmond, WA 98053 USA",Net 30,2026-02-08 00:00:00,1350.72,House Account,1
Invoice,2026-01-09 00:00:00,243647,030-005,AMS:AMS-Village at 47th,"22129 NE 114th Redmond, WA 98053 USA",Net 30,2026-02-08 00:00:00,7800,House Account,1
Invoice,2026-01-09 00:00:00,240867-1,PO033172,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-08 00:00:00,1232,House Account,1
Invoice,2026-01-09 00:00:00,240867,PO033172,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-08 00:00:00,3331.66,House Account,1
Invoice,2026-01-09 00:00:00,239939,PO030718,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-08 00:00:00,1704,House Account,1
Invoice,2026-01-09 00:00:00,243848,PO036989-1,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-08 00:00:00,3080,House Account,1
Invoice,2026-01-09 00:00:00,242900-1,Sound Insulation M&M,Steele Mechanical:STM-Port of Seattle Sound Insulation,"3615 W Mukilteo Blvd Everett, WA 98203 USA",Net 30,2026-02-08 00:00:00,675,House Account,1
Invoice,2026-01-12 00:00:00,240588-1,22736,TRS Mechanical Inc:TRS-Morton Elementary School Renovation,"9523 19th Ave E Tacoma, WA 98445 USA",Net 30,2026-02-11 00:00:00,1515,House Account,1
Invoice,2026-01-12 00:00:00,239427,Victory Northgate,AMS:AMS-Victory Northgate,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-02-11 00:00:00,295,,
Invoice,2026-01-12 00:00:00,241989,244204,Acco Engineered Systems (401856):ACC-Lake Washington SD - Eastlake HS,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-02-11 00:00:00,3300,,
Invoice,2026-01-12 00:00:00,242350,3577-2406-630,Delta Technology Corporation:DEL-Big Picture School Bellevue,"1223 Valentine Ave SE Pacific, WA 98047 USA",Net 30,2026-02-11 00:00:00,6300,House Account,1
Invoice,2026-01-12 00:00:00,243487,683073,"MacDonald-Miller Facility Solutions, Inc.:MAC-Swedish Medical Center North Tower","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-02-11 00:00:00,9725,House Account,1
Invoice,2026-01-13 00:00:00,242711,KPO00028604,Harris Pacific Northwest LLC:HRG-Cowlitz County Hall of Justice,"3436 Airport Drive Bellingham, WA 98226 USA",Net 30,2026-02-12 00:00:00,10555,House Account,1
Invoice,2026-01-13 00:00:00,243228,BF928381,"Evergreen Refrigeration, LLC:EVE-Cam Clark Evergreen Ford","727 S Kenyon St, Ste B Seattle, WA 98108 USA",Net 30,2026-02-12 00:00:00,580,House Account,1
Invoice,2026-01-13 00:00:00,242088,30622,"Morgan Mechanical, LLC","12314 134th Ct NE Redmond, WA 98052 USA",Net 30,2026-02-12 00:00:00,5000,House Account,1
Invoice,2026-01-13 00:00:00,244053,3167,Trimble Mechanical:TBM-Vashon Community Food Bank,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-02-12 00:00:00,650,House Account,1
Invoice,2026-01-13 00:00:00,243820,2491,Delta Technology Corporation:Delta Technology GOF,"1223 Valentine Ave SE Pacific, WA 98047 USA",Net 30,2026-02-12 00:00:00,1932,House Account,1
Invoice,2026-01-13 00:00:00,243561,WORP - Kolter,AMS:AMS-WORP,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-02-12 00:00:00,250,House Account,1
Invoice,2026-01-13 00:00:00,243223,BF928363,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-02-12 00:00:00,153,House Account,1
Invoice,2026-01-13 00:00:00,242952,BF928200,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-02-12 00:00:00,2040,House Account,1
Invoice,2026-01-13 00:00:00,243918,PO037144,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-02-12 00:00:00,321.28,House Account,1
Invoice,2026-01-13 00:00:00,243906,2648,Trimble Mechanical:TBM-Premier Storage Maple Valley,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-02-12 00:00:00,183.77,House Account,1
Invoice,2026-01-13 00:00:00,243862,sp928678,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-02-12 00:00:00,1404.82,House Account,1
Invoice,2026-01-13 00:00:00,243893-1,PO037090,Hermanson Company:HER-HealthPoint Tukwila - Health and We,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-12 00:00:00,35.38,House Account,1
Invoice,2026-01-13 00:00:00,243893,PO037090,Hermanson Company:HER-HealthPoint Tukwila - Health and We,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-12 00:00:00,4945,House Account,1
Invoice,2026-01-13 00:00:00,243973,685729,"MacDonald-Miller Facility Solutions, Inc.:MAC-Port of Tacoma","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-02-12 00:00:00,6854,House Account,1
Invoice,2026-01-13 00:00:00,243917,2A4394.000002,Auburn Mechanical Inc:AUB-Bellevue College Building C-Student,"PO Box 249 Auburn, WA 98071-0249 USA",Net 30,2026-02-12 00:00:00,958.46,House Account,1
Invoice,2026-01-13 00:00:00,242355,3577-2406-630,Delta Technology Corporation:DEL-Big Picture School Bellevue,"1223 Valentine Ave SE Pacific, WA 98047 USA",Net 30,2026-02-12 00:00:00,13650,House Account,1
Invoice,2026-01-13 00:00:00,243531,PO036599-2,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-02-12 00:00:00,2429,House Account,1
Invoice,2026-01-13 00:00:00,244026,S8161JG,TMFS:TMFS - GOF,"PO Box 11252 Portland, OR 97211 USA",Net 30,2026-02-12 00:00:00,579.99,House Account,1
Invoice,2026-01-13 00:00:00,243048,WORP - Bryce - EWH,AMS:AMS-WORP,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-02-12 00:00:00,990,House Account,1
Invoice,2026-01-14 00:00:00,239077-2,PO030127-3,Hermanson Company:HER-Honouliuli WWTP,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-13 00:00:00,5700,House Account,1
Invoice,2026-01-14 00:00:00,243667,Kittitas,Sound Heating And A/C:Sou-Kittitas Depot Historic Preservation,"5526 184th Street E Suite A Puyallup, WA 98375",Net 30,2026-02-13 00:00:00,130,House Account,1
Invoice,2026-01-14 00:00:00,243785,R250235,Atlas Mechanical Inc.:ATL-Village Green,"428 North Pekin Road Woodland, WA 98674",Net 30,2026-02-13 00:00:00,3325,House Account,1
Invoice,2026-01-14 00:00:00,244025,2352-001,"Miller Sheetmetal, Inc.:MIL-Granite Falls WWTF","1642 Navy Yard Highway West Bremerton, WA 98312 USA",Net 30,2026-02-13 00:00:00,554.54,House Account,1
Invoice,2026-01-14 00:00:00,244094,118730,"R & H Mechanical, Inc.:R&H-Special Projects","1711 Port Dr Burlington, WA 98233 USA",Net 30,2026-02-13 00:00:00,235,House Account,1
Invoice,2026-01-16 00:00:00,243964,PO037205,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-02-15 00:00:00,218,House Account,1
Invoice,2026-01-16 00:00:00,244049,2511-2720,Ocean Park Mechanical Inc:OCE-ONNI Level 13 Restaurant,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-02-15 00:00:00,56.12,House Account,1
Invoice,2026-01-16 00:00:00,244114,sp928714,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-02-15 00:00:00,206.62,House Account,1
Invoice,2026-01-16 00:00:00,244110,PO037344,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-02-15 00:00:00,693,House Account,1
Invoice,2026-01-16 00:00:00,244112-2,PO037345,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-02-15 00:00:00,70.75,House Account,1
Invoice,2026-01-16 00:00:00,244112,PO037345,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-02-15 00:00:00,297.9,House Account,1
Invoice,2026-01-16 00:00:00,244079,60940766,Acco Engineered Systems (401856):ACC-Turner Office,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-02-15 00:00:00,58.86,House Account,1
Invoice,2026-01-16 00:00:00,244041,jm928652,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-02-15 00:00:00,47.91,House Account,1
Invoice,2026-01-16 00:00:00,240865-2,PO033214,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-15 00:00:00,3623.42,House Account,1
Invoice,2026-01-16 00:00:00,243268-3,Polaris Totem Lake Blake,AMS:AMS-Polaris at Totem Lake,"22129 NE 114th Redmond, WA 98053 USA",Net 30,2026-02-15 00:00:00,137,House Account,1
Invoice,2026-01-16 00:00:00,243964-2,PO037205,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-02-15 00:00:00,1062.2,House Account,1
Invoice,2026-01-16 00:00:00,242270,PO034168,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-15 00:00:00,1704,House Account,1
Invoice,2026-01-16 00:00:00,241523-1,PO034137,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-15 00:00:00,4598.86,House Account,1
Invoice,2026-01-16 00:00:00,243983,PO036948-1,Hermanson Company:HER-North Basin Restroom and Laundry Re,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-15 00:00:00,615,House Account,1
Invoice,2026-01-16 00:00:00,243884,PO036948-1,Hermanson Company:HER-North Basin Restroom and Laundry Re,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-15 00:00:00,425,House Account,1
Invoice,2026-01-16 00:00:00,243884-1,PO036948-1,Hermanson Company:HER-North Basin Restroom and Laundry Re,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-02-15 00:00:00,670,House Account,1
Invoice,2026-01-17 00:00:00,243975,OR380896,CoolSys Light Commercial Solutions:CoolSys Light - Small Projects,"645 E Missouri Ave, Suite 205, Phoenix Phoenix, AZ 85012 USA",Net 30,2026-02-16 00:00:00,1949.86,House Account,1
Invoice,2026-01-17 00:00:00,242818,258553,Acco Engineered Systems (401856):ACC-Sound Transit - KSAI Parking,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-02-16 00:00:00,56560,House Account,1
