Opco,Bill-to,zip_ora,city_ora,Ship to's,state_ora,row_number,PartyNumber,country_ora,address2_ora,address3_ora,validated_at,zip_original,FaxNumber_ora,city_original,record_status,AddressBill-to,AddressShip-to,state_original,PaymentTerm_ora,entity_name_ora,PhoneNumber1_ora,PhoneNumber2_ora,confidence_level,confidence_score,EmailAddress1_ora,EmailAddress2_ora,TaxIdentifier_ora,address1_original,address2_original,ContactPerson1_ora,ContactPerson2_ora,FaxNumber_original,SITE1_address1_ora,SITE2_address1_ora,entity_name_original,PhoneNumber1_original,PhoneNumber2_original,EmailAddress1_original,EmailAddress2_original,TaxIdentifier_original,ContactPerson1_original,ContactPerson2_original
Airetech,Y,74137,TULSA,,OK,684,1691,US,,,2026-01-09 04:42:27,OK,,,READY,,,TULSA,NET 30,JAMES BURLESON,+19188124777,,HIGH,80,,,,6206 E 105TH STREET,,James Burleson,,,6206 E 105TH ST,,JAMES BURLESON,74137,,,,,JAMES BURLESON,
Airetech,Y,74145,OWASSO,,OK,685,1692,US,,,2026-01-09 04:42:29,OK,,,READY,,,OWASSO,NET 30,JAMES CARTER,,,HIGH,80,,,,7915 N 160TH E AVENUE,,James Carter,,,7915 N 160TH E AVE,,JAMES CARTER,74145,,,,,JAMES CARTER,
Airetech,Y,72712,BENTONVILLE,N,AR,686,1693,US,,,2026-01-09 04:42:31,AR,,,READY,,,BENTONVILLE,NET 30,JAMES JACKSON,+14794457471,,HIGH,80,,,,804 NE J STREET,,,,,804 NE J ST,,JAMES JACKSON,72712,,,,,,
Airetech,Y,65714,NIXA,,MO,687,1694,US,,,2026-01-09 04:42:33,MO,+14177080342,,READY,,,NIXA,NET 30,JAMES RIVER MECHANICAL & ELEC,+14177257633,,HIGH,80,,,,1208 B EAGLECREST,,Kelly Cook,,417-708-0342,1208 B EAGLECREST,,JAMES RIVER MECHANICAL AND ELEC,65714,,,,,KELLY COOK,
Airetech,Y,36104,MONTGOMERY,,AL,688,1695,US,,,2026-01-09 04:42:35,AL,+13342708815,,READY,,,MONTGOMERY,NET 30,JARRETT CONSTRUCTION COMPANY,+13342650200,,HIGH,80,,,,923 SOUTH PERRY STREET,,Nikki Sweeney,,334-270-8815,923 S PERRY ST,,JARRETT CONSTRUCTION COMPANY,36104,,,,,NIKKI SWEENEY,
Airetech,Y,71602,PINE BLUFF,,AR,689,1696,US,,,2026-01-09 04:42:38,AR,,,READY,,,PINE BLUFF,NET 30,JARROD & JOHNATHAN,+18702475900,,HIGH,80,,,0050183-76-00,5515 JEFFERSON PARKWAY,,Jarrod & Johnathan,,,5515 JEFFERSON PKWY,,JARROD AND JOHNATHAN,71602,,,,0050183-76-00,JARROD & JOHNATHAN,
Airetech,Y,74012,BROKEN ARROW,,OK,690,1697,US,,,2026-01-09 04:42:40,OK,,,READY,,,BROKEN ARROW,NET 30,JASON MARTIN,+19182307217,,HIGH,80,,,,4605 N POPLAR AVENUE,,Jason Martin,,,4605 N POPLAR AVE,,JASON MARTIN,74012,,,,,JASON MARTIN,
Airetech,Y,74107,TULSA,,OK,691,1698,US,,,2026-01-09 04:42:42,OK,,,READY,,,TULSA,NET 30,JATASCO IN,+19186274381,,HIGH,80,,,STA-10196241-,3702 S ELWOOD AVENUE,,Keith Barefoot,,,3702 S ELWOOD AVE,,JATASCO IN,74107,,,,STA-10196241-,KEITH BAREFOOT,
Airetech,Y,72959,WINSLOW,,AR,692,1699,US,,,2026-01-09 04:42:44,AR,,,READY,,,WINSLOW,NET 30,JAY JOHNSON,,,HIGH,80,,,,18053 FERRY ROAD,,Jay Johnson,,,18053 FERRY RD,,JAY JOHNSON,72959,,,,,JAY JOHNSON,
Airetech,Y,19046,JENKINTOWN,,PA,694,1701,US,2ND FL,,2026-01-09 04:42:48,PA,+12158848436,,READY,,,JENKINTOWN,NET 30,JD MATTHEWS ASSOCIATES LLC,+12158841400,,HIGH,80,,,,469 JOHNSON STREET,2ND FLOOR,Diane Fram,,215-884-8436,469 JOHNSON ST,,JD MATTHEWS ASSOCIATES LLC,19046,,,,,DIANE FRAM,
Airetech,Y,74145,MCALESTER,,OK,695,1702,US,,,NaT,OK,,,READY,,,MCALESTER,NET 30,JD THOMAS LLC,+19184242740,,MEDIUM,70,,,,PO BOX 1101,,Jeremy Thomas,,,PO BOX 1101,,JD THOMAS LLC,74145,,,,,JEREMY THOMAS,
Airetech,Y,72727,ELKINS,,AR,696,1703,US,,,2026-01-09 04:42:50,AR,,,READY,,,ELKINS,NET 30,JDS AIR COND HEATING & SOLAR,+14796433979,,HIGH,80,,,,1508 ASPEN CIRCLE,,Jason Daniels /Windy,,,1508 ASPEN CIR,,JDS AIR COND HEATING AND SOLAR,72727,,,,,JASON DANIELS /WINDY,
Airetech,Y,71913,HOT SPRINGS,N,AR,697,1704,US,,,2026-01-09 04:42:52,AR,,,READY,,,"HOT SPRINGS,",NET 30,JEB CONSTRUCTION,+18703104507,,HIGH,80,,,,106 SAN CARLOS COVE,,Mike Busch/Jeremy,,,106 SAN CARLOS COVE,,JEB CONSTRUCTION,71913,,,,,MIKE BUSCH/JEREMY,
Airetech,Y,72704,FAYETTEVILLE,,AR,698,1705,US,,,2026-01-09 04:42:54,AR,,,READY,,,FAYETTEVILLE,NET 30,JEFF MONTGOMERY,+14794420667,,HIGH,80,,,,16143 VINEY GROVE ROAD,,Jeff Montgomery,,,16143 VINEY GROVE RD,,JEFF MONTGOMERY,72704,,,,,JEFF MONTGOMERY,
Airetech,Y,71603,PINE BLUFF,,AR,699,1706,US,,,2026-01-09 04:42:56,AR,+18705417832,,READY,,,PINE BLUFF,NET 30,JEFFERSON REGIONAL MEDICAL CTR,+18705417820,,HIGH,80,,,070029-84-001,1600 W 40TH AVENUE,,Accounts Payable,,870-541-7832,1600 W 40TH AVE,,JEFFERSON REGIONAL MEDICAL CTR,71603,,,,070029-84-001,ACCOUNTS PAYABLE,
Airetech,Y,72032,CONWAY,,AR,700,1707,US,,,2026-01-09 04:42:58,AR,,,READY,,,CONWAY,NET 30,JENCORP CONTRACTORS INC,+15014722708,,HIGH,80,,,,6 CEDAR HILL ROAD,,Jennifer Day A/P,,,6 CEDAR HILL RD,,JENCORP CONTRACTORS INC,72032,,,,,JENNIFER DAY A/P,
Airetech,Y,74066,SAPULPA,,OK,701,1708,US,,,NaT,OK,,,READY,,,SAPULPA,NET 30,JENI JANES LLC,+19188127095,,HIGH,100,,,,10417 S 194TH W AVENUE,,Howard Vernon,,,10417 S 194TH W AVE,,JENI JANES LLC,74066,,,,,HOWARD VERNON,
Airetech,Y,74432,EUFAULA,,OK,702,1709,US,,,NaT,OK,,,READY,,,EUFAULA,NET 30,JEREMY RICHMOND,,,HIGH,100,,,,114960 S 4227 ROAD,,Jeremy Richmond,,,114960 S 4227 RD,,JEREMY RICHMOND,74432,,,,,JEREMY RICHMOND,
Airetech,Y,,,,,703,1710,US,,,NaT,,,,REVIEW,,,,NET 30,JERRY BOWERS,,,LOW,20,,,,,,,,,,,JERRY  BOWERS,,,,,,,
Airetech,Y,72202,LITTLE ROCK,,AR,704,1711,US,,,NaT,AR,,,READY,,,LITTLE ROCK,NET 30,JERRY BURR,+15013462877,,HIGH,100,,,,1707 MAGNOLIA AVE,,Jerry Burr,,,1707 MAGNOLIA AVE,,JERRY BURR,72202,,,,,JERRY BURR,
Airetech,Y,74429,COWETA,,OK,705,1712,US,,,2026-01-09 04:43:09,OK,,,READY,,,COWETA,NET 30,JESSE CANNON,+19187064095,,HIGH,80,,,,27668 E 113TH STREET,,Jesse Cannon,,,27668 E 113TH ST,,JESSE CANNON,74429,,,,,JESSE CANNON,
Airetech,Y,42001,PADUCAH,N,KY,706,1713,US,,,2026-01-09 04:43:11,KY,,,READY,,,PADUCAH,NET 30,JETTS SPECIALTY CONTRACTING,+12705640215,,HIGH,80,,,,913 PARK AVENUE,,Rachel Jett,,,913 PARK AVE,,JETTS SPECIALTY CONTRACTING,42001,,,,,RACHEL JETT,
Airetech,Y,72654,MOUNTAIN HOME,,AR,707,1714,US,,,NaT,AR,,,READY,,,MOUNTAIN HOME,NET 30,JIM BROWN COMPANY,,,MEDIUM,70,,,007804-03-001,PO BOX 2218,,Accounts Payable,,,PO BOX 2218,,JIM BROWN COMPANY,72654,,,,007804-03-001,ACCOUNTS PAYABLE,
Airetech,Y,74429,COWETA,,OK,708,1715,US,,,2026-01-09 04:43:13,OK,,,READY,,,COWETA,NET 30,JIM KEIM,+19187203088,,HIGH,80,,,,14062 S 353RD EAST AVEnue,,Jim Keim,,,14062 S 353RD E AVE,,JIM KEIM,74429,,,,,JIM KEIM,
Airetech,Y,72650,MARSHALL,,AR,709,1716,US,,,2026-01-09 04:43:15,AR,,,READY,,,MARSHALL,NET 30,JIMMY D HARNESS,+18702211019,,HIGH,80,,,,206 FACTORY ROAD,,,,,206 FACTORY RD,,JIMMY D HARNESS,72650,,,,,,
Airetech,Y,67333,CANEY,Y,KS,710,1717,US,,,2026-01-09 04:43:17,KS,,,READY,,,CANEY,NET 30,JLL,+16203130818,,HIGH,80,,,,210 E 11TH AVENUE,,Jason Artherton,,,210 E 11TH AVE,,JLL,67333,,,,,JASON ARTHERTON,
Airetech,Y,72901,FORT SMITH,,AR,711,1718,US,,,NaT,AR,,,READY,,,FORT SMITH,NET 30,JM SUPPLY INC,+14797836220,,MEDIUM,70,,,168970-78-001,PO BOX 1543,,Joey Miller,,,PO BOX 1543,,JM SUPPLY INC,72901,,,,168970-78-001,JOEY MILLER,
Airetech,Y,72201-3522,LITTLE ROCK,,AR,713,1720,US,STE 2000,,2026-01-09 04:43:21,AR,,,READY,,,LITTLE ROCK,NET 30,JOE HURST,+15013701590,,HIGH,80,,,,400 WEST CAPITOL AVENUE,SUITE 2000,Joe Hurst,,,400 W CAPITOL AVE,,JOE HURST,72201-3522,,,,,JOE HURST,
Airetech,Y,72116,NORTH LITTLE ROCK,,AR,714,1721,US,,,2026-01-09 04:43:22,AR,,,READY,,,NORTH LITTLE ROCK,NET 30,JOE NGUYEN,+15019521467,,HIGH,80,,,,5209 RANDOLPH ROAD,,Joe V Nguyen,,,5209 RANDOLPH RD,,JOE NGUYEN,72116,,,,,JOE V NGUYEN,
Airetech,Y,,LITTLE ROCK,,AR,715,1722,US,,,2026-01-09 04:43:24,AR,,,REVIEW,,,LITTLE ROCK,NET 30,JOHN FUNKHOUSER,,,LOW,75.67,,,,,,John Funkhouser,,,,,JOHN FUNKHOUSER,,,,,,JOHN FUNKHOUSER,
Airetech,Y,74014,BROKEN ARROW,,OK,716,1723,US,,,2026-01-09 04:43:26,OK,,,READY,,,BROKEN ARROW,NET 30,JOHN GRIM REFRIGERATION,+19186931975,,HIGH,80,grimref@aol.com,,,GRIMREF@AOL.COM,24301 E 96TH STREET S,John Grim,,,24301 E 96TH ST S,,JOHN GRIM REFRIGERATION,74014,,grimref@aol.com,,,JOHN GRIM,
Airetech,Y,30085,TUCKER,,GA,717,1724,US,,,NaT,GA,+17709394082,,READY,,,TUCKER,NET 30,JOHN PAYNE CO,+17709392442,,MEDIUM,70,,,,PO BOX 348,,Lynn Madden,,770-939-4082,PO BOX 348,,JOHN PAYNE CO,30085,,,,,LYNN MADDEN,
Airetech,Y,72207-2500,LITTLE ROCK,,AR,718,1725,US,,,2026-01-09 04:43:28,AR,,,READY,,,LITTLE ROCK,NET 30,JOHN PRINCE COMPANY,+15016665488,,HIGH,80,receptionist@johnprinceco.com,,0052409-60-00,RECEPTIONIST@JOHNPRINCECO.COM,7509 CANTRELL ROAD STE 201,Ladonna,,,7509 CANTRELL RD STE 201,,JOHN PRINCE COMPANY,72207-2500,,receptionist@johnprinceco.com,,0052409-60-00,LADONNA,
Airetech,Y,67201-2980,WICHITA,,KS,720,1727,US,,,NaT,KS,+13168288190,,READY,,,WICHITA,NET 30,JOHN ZINK COMPANY,+19186656600,,MEDIUM,70,,,501013,PO BOX 2980,,Bob Labass,,316-828-8190,PO BOX 2980,,JOHN ZINK COMPANY,67201-2980,,,,501013,BOB LABASS,
Airetech,Y,72830,CLARKSVILLE,,AR,721,1728,US,,,2026-01-09 04:43:32,AR,,,READY,,,CLARKSVILLE,NET 30,JOHNSON CO REGIONAL MEDICAL CTR,,,HIGH,80,,,300924-84-001,1100 EAST POPLAR STREET,,,,,1100 E POPLAR ST,,JOHNSON CO REGIONAL MEDICAL. CTR,72830,,,,300924-84-001,,
Airetech,Y,,,,,722,1729,US,,,NaT,,,,REVIEW,,,,NET 60,JOHNSON CONTROLS COMMISSION,,,LOW,20,,,EXEMPT COMM,,,,,,,,JOHNSON CONTROLS COMMISSION,,,,,EXEMPT COMM,,
Airetech,Y,53201,MILWAUKEE,Y,WI,723,1730,US,,,NaT,WI,,,READY,,,MILWAUKEE,NET 60,JOHNSON CONTROLS INC,+18003822804,,MEDIUM,70,,,OK-952434688,PO BOX 2012,,Accounts Pay A-33,,,PO BOX 2012,,JOHNSON CONTROLS INC,53201,,,,OK-952434688,ACCOUNTS PAY A-33,
Airetech,Y,75380,DALLAS,N,TX,724,1731,US,,,NaT,TX,+15018129600,,READY,,,DALLAS,NET 30,JOHNSON EQUIPMENT COMPANY,+19726619822,,MEDIUM,70,,,4850160001,PO BOX 802009,,,,501-812-9600,PO BOX 802009,,JOHNSON EQUIPMENT COMPANY,75380,,,,4850160001,,
Airetech,Y,72701,FAYETTEVILLE,Y,AR,725,1732,US,,,NaT,AR,+14794447572,,READY,,,FAYETTEVILLE,NET 30,JOHNSON MECHANICAL,+14794425287,,HIGH,100,ed@johnsonmech.com,,,ED@JOHNSONMECH.COM,"10019 N CAMPBELL ROAD, STE 102",Ed Or Shelly,,479-444-7572,10019 N CAMPBELL RD STE 102,,JOHNSON MECHANICAL,72701,,ed@johnsonmech.com,,,ED OR SHELLY,
Airetech,Y,65802,SPRINGFIELD,,MO,726,1733,US,,,2026-01-09 04:43:38,MO,+14178668780,,READY,,,SPRINGFIELD,NET 30,JOHNSTON INTEGRATION TECH AVIATION,+14178664141,,HIGH,80,,,963887104,3121 E CAIRO STREET,,Lori Bourke,,417-866-8780,3121 E CAIRO ST,,JOHNSTON INTEGRATION TECH AVIATION,65802,,,,963887104,LORI BOURKE,
Airetech,Y,65801,SPRINGFIELD,,MO,727,1734,US,,,NaT,MO,+14178626776,,READY,,,SPRINGFIELD,NET 30,JOHNSTONE SUPPLY SPRINGFIELD MO,+14797503550,,MEDIUM,70,,,43-0832288,PO BOX 1477,,Tom Vlastuin,,417-862-6776,PO BOX 1477,,JOHNSTONE SUPPLY SPRINGFIELD MO,65801,,,,43-0832288,TOM VLASTUIN,
Airetech,Y,74902,POCOLA,,OK,728,1735,US,,,2026-01-09 04:43:40,OK,+19184366263,,READY,,,POCOLA,NET 30,JONES HEAT & AIR,+19184366262,,HIGH,80,,,69362725-SLS,103-3 SOUTH POCOLA BLVD,,Mark Jones,,918-436-6263,103-3 S POCOLA BLVD,,JONES HEAT AND AIR,74902,,,,69362725-SLS,MARK JONES,
Airetech,Y,72015,BENTON,Y,AR,729,1736,US,,,NaT,AR,,,READY,,,BENTON,NET 30,JONES HEATING & AIR,+15017783324,,HIGH,100,,,035395-62-001,19133 I-30 E,,Randy,,,19133 I-30 E,,JONES HEATING AND AIR,72015,,,,035395-62-001,RANDY,
Airetech,Y,72223,LITTLE ROCK,,AR,730,1737,US,,,2026-01-09 04:43:44,AR,,,READY,,,LITTLE ROCK,NET 30,JOSH JONES,+15015511210,,HIGH,80,,,,18 CHATEL DRIVE,,Josh Jones,,,18 CHATEL DR,,JOSH JONES,72223,,,,,JOSH JONES,
Airetech,Y,78154,SCHERTZ,,TX,731,1738,US,,,2026-01-09 04:43:46,TX,,,READY,,,SCHERTZ,NET 30,JSR INC,+12106537772,,HIGH,80,,,,8835 GREAVES LANE,,Rita Jordan,,,8835 GREAVES LN,,JSR INC,78154,,,,,RITA JORDAN,
Airetech,Y,74115,TULSA,Y,OK,732,1739,US,,,2026-01-09 04:43:48,OK,+19188347055,,READY,,,TULSA,NET 30,KMS,+19188347000,,HIGH,80,ap@kms-intl.com,,,EMAIL INV: AP@KMS-INTL.COM,5004 E ARCHER,Accounts Payable,,918-834-7055,5004 E ARCHER,,KMS,74115,,email inv: ap@kms-intl.com,,,ACCOUNTS PAYABLE,
Airetech,Y,74301,VINITA,,OK,733,1740,US,,,NaT,OK,+19182567741,,READY,,,VINITA,NET 30,KAMO POWER,+19182565551,,MEDIUM,70,,,10091790-03,PO BOX 577,,,,918-256-7741,PO BOX 577,,KAMO POWER,74301,,,,10091790-03,,
Airetech,Y,74103,TULSA,,OK,734,1741,US,STE 2400,,2026-01-09 04:43:51,OK,+19185872941,,READY,,,TULSA,NET 30,KANBAR PROPERTIES,+19185813300,,HIGH,80,,,,15 E 5TH,SUITE 2400,,,918-587-2941,15 E 5TH,,KANBAR PROPERTIES,74103,,,,,,
Airetech,Y,72653,MT HOME,,AR,735,1742,US,,,NaT,AR,+18704244404,,READY,,,MT HOME,NET 30,KASINGER MECHANICAL,+18704250744,,HIGH,100,,,325959-03-001,216 DODD STREET,,,,870-424-4404,216 DODD ST,,KASINGER MECHANICAL,72653,,,,325959-03-001,,
Airetech,Y,74014,BROKEN ARROW,N,OK,736,1743,US,,,NaT,OK,+19185055789,,READY,,,"BROKEN ARROW,",NET 30,KBC CONSTRUCTION INC,+19185055753,,HIGH,100,sramsey@kbc-construction.com,,46-1782714,SRAMSEY@KBC-CONSTRUCTION.COM,35941 E 71ST,Samantha Ramsey,,918-505-5789,35941 E 71ST,,KBC CONSTRUCTION INC,74014,,sramsey@kbc-construction.com,,46-1782714,SAMANTHA RAMSEY,
Airetech,Y,72802,RUSSELLVILLE,,AR,737,1744,US,,,2026-01-09 04:43:57,AR,+14794989305,,READY,,,RUSSELLVILLE,NET 30,KBM INDUSTRIAL SERVICES INC,+147949893,,HIGH,80,,,,3415 E 6TH STREET,,Ruth Weatherford,,479-498-9305,3415 E 6TH ST,,KBM INDUSTRIAL SERVICES INC,72802,,,,,RUTH WEATHERFORD,
Airetech,Y,74015-3017,CATOOSA,,OK,739,1746,US,,,NaT,OK,,,READY,,,CATOOSA,NET 30,KELVION INC THERMAL SOLUTIONS,+19182669268,,HIGH,100,,,,5202 WEST CHANNEL ROAD,,Doug Branam,,,5202 W CHANNEL RD,,KELVION INC THERMAL SOLUTIONS,74015-3017,,,,,DOUG BRANAM,
Airetech,Y,15650,LATROBE,,PA,740,1747,US,,,NaT,PA,,,READY,,,LATROBE,NET 30,KENNAMETAL INC,+17245395000,,MEDIUM,70,,,,PO BOX 231,,,,,PO BOX 231,,KENNAMETAL INC,15650,,,,,,
Airetech,Y,72120,SHERWOOD,Y,AR,741,1748,US,,,2026-01-09 04:44:03,AR,+15018345863,,READY,,,SHERWOOD,NET 30,KENNEDY AIR CONDITIONING,+15018342665,,HIGH,80,invoicing@kennedyac.com,,051595-60-001,INVOICING@KENNEDYAC.COM,8412 HIGHWAY 107,,,501-834-5863,8412 HWY 107,,KENNEDY AIR CONDITIONING,72120,,invoicing@kennedyac.com,,051595-60-001,,
Airetech,Y,73134,OKLAHOMA CITY,N,OK,742,1749,US,,,NaT,OK,,,READY,,,"OKLAHOMA CITY,",NET 30,KENNETH ALLEN SERVICES,+19185195208,,HIGH,100,joemelott@gmail.com,,,JOEMELOTT@GMAIL.COM,13600 N PENN AVE,Joe Melott,,,13600 N PENN AVE,,KENNETH ALLEN SERVICES,73134,,joemelott@gmail.com,,,JOE MELOTT,
Airetech,Y,53140,KENOSHA,,WI,743,1750,US,,,2026-01-09 04:44:07,WI,,,READY,,,KENOSHA,NET 30,KENOSHA HEATING & COOLING,+12626526900,,HIGH,80,,,,4421 SHERIDAN ROAD,,Anna Tonyan,,,4421 SHERIDAN RD,,KENOSHA HEATING AND COOLING,53140,,,,,ANNA TONYAN,
Airetech,Y,72118,NORTH LITTLE ROCK,,AR,744,1751,US,,,2026-01-09 04:44:10,AR,,,REVIEW,,,NORTH LITTLE ROCK,NET 30,KEVIN BURNETT,,,LOW,84,,,,,,Kevin Burnett,,,,,KEVIN BURNETT,72118,,,,,KEVIN BURNETT,
Airetech,Y,74055,OWASSO,,OK,745,1752,US,,,2026-01-09 04:44:12,OK,,,READY,,,OWASSO,NET 30,KEVIN TRANTHAM,+19187600794,,HIGH,80,,,,14752 E 97TH ST N,,Kevin Trantham,,,14752 E 97TH ST N,,KEVIN TRANTHAM,74055,,,,,KEVIN TRANTHAM,
Airetech,Y,72704,FAYETTEVILLE,N,AR,746,1753,US,,,2026-01-09 04:44:14,AR,+14797566516,,READY,,,FAYETTEVILLE,NET 30,KIMBEL PURCHASING COMPANY LLC,+14797561099,,HIGH,80,,,57066648-001,EMAIL @,1936 N SHILOH DRIVE,Ken/Richard,,479-756-6516,1936 N SHILOH DR,,KIMBEL PURCHASING COMPANY LLC,72704,,,,57066648-001,KEN/RICHARD,
Airetech,Y,37950-9099,KNOXVILLE,N,TN,747,1754,US,,,NaT,TN,+19209694488,,READY,,,KNOXVILLE,NET 30,KIMBERLY CLARK CORP,,,MEDIUM,70,,,,@PORTAL UPLOAD,PO BOX 59099,,,920-969-4488,PO BOX 59099,,KIMBERLY CLARK CORP,37950-9099,,@portal upload,,,,
Airetech,Y,72211,LITTLE ROCK,,AR,748,1755,US,,,2026-01-09 04:44:16,AR,+15012251028,,READY,,,LITTLE ROCK,NET 30,KINCO INC,+15012257606,,HIGH,80,,,,12600 LAWSON ROAD,,,,501-225-1028,12600 LAWSON RD,,KINCO INC,72211,,,,,,
Airetech,Y,72757,ROGERS,,AR,749,1756,US,,,NaT,AR,,,READY,,,ROGERS,NET 30,KINTY JONES HEATING & COOLING,+14798997415,,MEDIUM,70,,,63211428-SLS,PO BOX 725,,Kinty Jones,,,PO BOX 725,,KINTY JONES HEATING AND COOLING,72757,,,,63211428-SLS,KINTY JONES,
Airetech,Y,72802,RUSSELLVILLE,,AR,750,1757,US,,,2026-01-09 04:44:18,AR,,,READY,,,RUSSELLVILLE,NET 30,KIRBY SPECIALTIES,+14799685416,,HIGH,80,,,,2401 E 16TH,,Sharon Guthrie,,,2401 E 16TH,,KIRBY SPECIALTIES,72802,,,,,SHARON GUTHRIE,
Airetech,Y,74135,TULSA,,OK,751,1758,US,,,2026-01-09 04:44:20,OK,,,READY,,,TULSA,NET 30,KIRK HAYS,+19186401709,,HIGH,80,,,,3426 E 59TH STREET,,Kirk Hays,,,3426 E 59TH ST,,KIRK HAYS,74135,,,,,KIRK HAYS,
Airetech,Y,,MEMPHIS,,TN,752,1759,US,,,NaT,TN,+19012761841,,READY,,,MEMPHIS,NET 30,KNIGHT & WILSON,+19012746978,,MEDIUM,40,,,,PO BOX 40406,,Susan Dual,,901-276-1841,PO BOX 40406,,KNIGHT AND WILSON,,,,,,SUSAN DUAL,
Airetech,Y,71913,HOT SPRINGS,,AR,753,1760,US,,,2026-01-09 04:44:22,AR,,,READY,,,HOT SPRINGS,NET 30,KNOX AC HEATING INC,+15015250749,,HIGH,80,,,00208744-SLS,EMAIL @,3137 ALBERT PIKE ROAD,,,,3137 ALBERT PIKE RD,,KNOX AC HEATING INC,71913,,,,00208744-SLS,,
Airetech,Y,72110,MORRILTON,N,AR,754,1761,US,,,NaT,AR,,,READY,,,MORRILTON,NET 30,KOONTZ ELECTRIC,+15013749212,,MEDIUM,70,ap@koontzelectric.com,,,AP@KOONTZELECTRIC.COM,PO BOX 501,,,,PO BOX 501,,KOONTZ ELECTRIC,72110,,ap@koontzelectric.com,,,,
Airetech,Y,72032,CONWAY,,AR,755,1762,US,,,2026-01-09 04:44:24,AR,,,READY,,,CONWAY,NET 30,KORDSMEIER ELECTRIC,+15013293673,,HIGH,80,,,029974-23-001,118 HARKRIDER,,,,,118 HARKRIDER,,KORDSMEIER ELECTRIC,72032,,,,029974-23-001,,
Airetech,Y,72712,BENTONVILLE,,AR,756,1763,US,,,NaT,AR,+14798552003,,READY,,,BENTONVILLE,NET 30,KRAMER & CO MECHANICAL,+14798556161,,HIGH,100,,,,12451 W HIGHWAY 72,,Jennifer Kelso,,479-855-2003,12451 W HWY 72,,KRAMER AND CO MECHANICAL,72712,,,,,JENNIFER KELSO,
Airetech,Y,75569,NASH,,TX,757,1764,US,,,2026-01-09 04:44:28,TX,+19037013065,,READY,,,NASH,NET 30,KRAUSE SERVICE CO,+19038313912,,HIGH,80,,,,200 INDUSTRIAL BLVD,,Chris Krause,,903-701-3065,200 INDUSTRIAL BLVD,,KRAUSE SERVICE CO,75569,,,,,CHRIS KRAUSE,
Airetech,Y,72117,NORTH LITTLE ROCK,,AR,758,1765,US,,,2026-01-09 04:44:30,AR,+15016640117,,READY,,,NORTH LITTLE ROCK,NET 30,KREBS BROS RESTAURANT SUPPLY CO INC,+15016645233,,HIGH,80,,,132355-60-001,4217 EAST 43RD STREET,,Ruth Wilson,,501-664-0117,4217 E 43RD ST,,KREBS BROS RESTAURANT SUPPLY CO INC,72117,,,,132355-60-001,RUTH WILSON,
Airetech,Y,,,,,759,1766,US,,,NaT,,,,REVIEW,,,,NET 30,KRIS KNIGHT,,,LOW,20,,,,,,,,,,,KRIS KNIGHT,,,,,,,
Airetech,Y,71292,WEST MONROE,,LA,760,1767,US,,,2026-01-09 04:44:34,LA,+13183880333,,READY,,,WEST MONROE,NET 30,LA CONSTRUCTION GROUP LLC,+13184504163,,HIGH,80,,,,EMAIL @,1700 JONESBORO ROAD,Kathy Thacker,,318-388-0333,1700 JONESBORO RD,,LA CONSTRUCTION GROUP LLC,71292,,,,,KATHY THACKER,
Airetech,Y,74112,TULSA,N,OK,761,1768,US,,,NaT,OK,,,READY,,,TULSA,NET 30,LA KING,+19185829931,,HIGH,100,accounting@laking.com,,1056546816,ACCOUNTING@LAKING.COM,6917 E 12 ST,Jacci Snider,,,6917 E 12 ST,,LA KING,74112,,accounting@laking.com,,1056546816,JACCI SNIDER,
Airetech,Y,72201,LITTLE ROCK,,AR,762,1769,US,,,2026-01-09 04:44:38,AR,,,READY,,,LITTLE ROCK,NET 30,LA QUINTA INN & SUITES,+18177147006,,HIGH,80,,,,617 S BROADWAY,,Bill Mckenzie,,,617 S BROADWAY,,LA QUINTA,72201,,,,,BILL MCKENZIE,
Airetech,Y,74704,STILLWATER,,OK,763,1770,US,,,2026-01-09 04:44:40,OK,,,READY,,,STILLWATER,NET 30,LA QUINTA INN & SUITES,+19186251102,,HIGH,80,,,,5285 WEST 6TH AVENUE,,Mukesh,,,5285 W 6TH AVE,,LA QUINTA INN & SUITES OK,74704,,,,,MUKESH,
Airetech,Y,75038,IRVING,,TX,764,1771,US,,,2026-01-09 04:44:42,TX,,,READY,,,IRVING,NET 30,LA QUINTA INN & SUITES,+12144926600,,HIGH,80,,,,909 HIDDEN RIDGE,SUITE 600,Keith Cline,,,909 HIDDEN RIDGE,STE 600,LA QUINTA INN AND SUITES 2010 LR,75038,,,,,KEITH CLINE,
Airetech,Y,74017,CLAREMORE,Y,OK,765,1772,US,,,2026-01-09 04:44:45,OK,+19189651878,,READY,,,CLAREMORE,NET 30,LA QUINTA INN & SUITES,+19189651877,,HIGH,80,,,1852645376,774 S LYNN RIGGS BLVD,,Kt Or Ketan Patel,,918-965-1878,774 S LYNN RIGGS BLVD,,LA QUNITA INN AND SUITES CLAREMORE,74017,,,,1852645376,KT OR KETAN PATEL,
Airetech,Y,72581,TUMBLING SHOALS,,AR,766,1773,US,,,NaT,AR,,,READY,,,TUMBLING SHOALS,NET 30,LACY HEAT & AIR,+15013623023,,MEDIUM,70,,,71-0577602,PO BOX 116,,,,,PO BOX 116,,LACY HEAT AND AIR,72581,,,,71-0577602,,
